"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","V3 Ang","I3 H13 ANG"
"1558528074236","05/22/19  12:27:54.236   ","0.43","62.7","0.247","33.7","0.3","0.225","100","1.61","32.07","0.62","9.69","0.21","2.31","0","3.32","0","1.4","0","0.89","0","0.57","0","0.52","62.5","-18","-72.6","-155","62.5","-18","-72.6","-155","-174.5","85.6","-2.4","0","-73.7","0","32.4","119.5","17.9"
"1558528075525","05/22/19  12:27:55.525   ","0.43","62.9","0.249","33.9","0.3","0.224","100","1.22","31.66","0.51","10.21","0.46","2.8","0.31","2.86","0","1.41","0.37","1.05","0.28","0.58","0.41","0.63","62.8","-15.2","-72.3","-120.6","63","-14.3","-72.8","-153.5","-173.6","125.4","-8.2","0","-69.4","0","19.9","119.5","34.9"
"1558528076237","05/22/19  12:27:56.237   ","0.43","62.8","0.25","33.7","0.3","0.224","100","1.03","32.18","0.53","10.03","0.55","2.83","0","2.86","0","1.09","0.25","1.04","0.33","0.62","0.42","0.47","62.8","-11.9","-72.3","-140.8","62.8","-11.9","-72.3","-140.8","-175","94.2","-10.7","0","-74.7","0","13","119.5","31.9"
"1558528077501","05/22/19  12:27:57.501   ","0.43","62.7","0.249","33.6","0.3","0.225","100","0.64","31.92","0.44","10.22","0","2.79","0.5","3.22","0.2","1.33","0.45","0.99","0","0.7","0.26","0.37","62.9","-19.2","-72.9","-162.7","62.9","-19.2","-72.9","-162.7","-174.7","73.6","-12.3","0","-69","23.5","17.1","119.3","27.4"
"1558528078245","05/22/19  12:27:58.245   ","0.43","62.7","0.248","33.6","0.3","0.225","100","0.85","31.9","0.31","9.62","0.21","2.36","0.2","3.34","0","1.21","0.22","0.89","0","0.65","0","0.41","62.7","-21.5","-72.6","-142.8","62.7","-21.5","-72.6","-142.8","-172.5","103.8","-4.2","-170.3","-72.6","0","38.4","119.4","25.1"
"1558528079514","05/22/19  12:27:59.514   ","0.43","62.9","0.246","33.9","0.3","0.227","100","1.27","31.65","0.22","9.7","0.54","2.41","0.2","3.39","0","1.52","0","0.98","0","0.58","0","0.68","62.8","-26.3","-72.7","0","62.9","-11.9","-72.2","-115.6","-173","108.7","-11.6","83.2","-66.5","-104.2","34.7","119.5","41.5"
"1558528080235","05/22/19  12:28:00.235   ","0.43","62.8","0.249","33.8","0.3","0.225","100","1.11","31.81","0.63","10.12","0.3","2.56","0.29","3.41","0","1.21","0.35","1.19","0.33","0.57","0.23","0.75","62.9","-17.2","-72.5","-140.7","62.9","-17.2","-72.5","-140.7","-173.2","-161.2","-5.8","21.1","-67.5","0","24.7","119.5","26"
"1558528081511","05/22/19  12:28:01.511   ","0.43","62.6","0.249","33.7","0.3","0.226","100","1.72","32.09","0.7","10.18","0.4","2.91","0","2.99","0.35","1.28","0.2","1.04","0.2","0.74","0","0.21","62.9","-15.8","-72.6","-129.9","62.6","-13.3","-72.8","-88.8","-174","-176.8","-4.3","-134","-74","0","24.3","119.5","33.4"
"1558528082232","05/22/19  12:28:02.232   ","0.44","62.7","0.248","33.9","0.3","0.227","100","2.52","31.88","0.84","9.99","0.51","2.54","0.41","2.87","0.27","1.3","0.23","0.99","0.36","0.72","0.28","0.3","62.8","-17.8","-72.2","-131.8","62.8","-17.8","-72.2","-131.8","-174.7","106.1","-11.6","-86.9","-71.7","92.9","28.1","119.6","19.9"
"1558528083523","05/22/19  12:28:03.523   ","0.43","62.6","0.248","33.7","0.3","0.225","100","1.81","31.85","1.08","10.1","0.43","2.17","0","3.17","0.35","1.32","0","1.22","0.24","0.26","0.21","0.68","62.9","-15.8","-72.4","-134.9","62.9","-15.8","-72.4","-134.9","-174.1","95.6","-11.3","0","-72.2","126.9","27.7","119.6","50.6"
"1558528084238","05/22/19  12:28:04.238   ","0.43","62.9","0.251","34.2","0.3","0.225","100","2.83","32.31","1.36","9.76","0.55","2.51","0.48","3.23","0.2","1.07","0.28","0.75","0.28","0.66","0.38","0.38","62.7","-15.4","-73","-131.6","62.7","-15.4","-73","-131.6","-173.9","135.5","0.3","-25.7","-69.7","-6.9","23.9","119.5","27.5"
"1558528085536","05/22/19  12:28:05.536   ","0.44","62.7","0.249","33.9","0.3","0.226","100","2.35","32.04","0.92","9.98","0.61","2.61","0","3.15","0","1.2","0.26","0.83","0","0.49","0.21","0.64","62.7","-17.9","-72.6","-116.9","62.6","-15.8","-72.9","-139.8","-174.6","65.6","-8.1","-157.3","-75.2","111.5","14.4","119.4","23.6"
"1558528086278","05/22/19  12:28:06.278   ","0.43","62.8","0.247","33.8","0.3","0.225","100","2.51","32.06","1.06","9.8","0.27","2.64","0.21","2.71","0.26","1.27","0.29","0.99","0.29","0.43","0","0.49","62.8","-12.1","-72","-147.3","62.9","-11.4","-72.2","-125.6","-173.8","77.7","-8.9","0","-70.9","139.3","25.7","119.6","52.2"
"1558528087583","05/22/19  12:28:07.583   ","0.43","62.8","0.248","34","0.3","0.225","100","3.08","31.83","0.85","10.05","0.43","2.75","0.24","2.82","0.43","1.43","0","1.21","0.36","0.49","0","0.38","63","-18.3","-72","-121.6","63.1","-14.3","-72.1","-109.3","-173","0","-10.6","0","-70","163.7","35.2","119.5","52"
"1558528088331","05/22/19  12:28:08.331   ","0.43","62.7","0.246","34.2","0.3","0.227","100","3.13","32.21","1.61","9.83","0.66","2.51","0.37","3.04","0.27","1.38","0.27","0.97","0.26","0.73","0","0.67","62.7","-15.6","-72.5","-129.7","62.7","-15.6","-72.5","-129.7","-175.2","121.5","-5","4.7","-70","84.7","41.2","119.5","24.8"
"1558528089607","05/22/19  12:28:09.607   ","0.43","63","0.247","33.8","0.3","0.222","100","3.12","31.95","1.07","9.96","0.38","2.64","0.29","3.12","0.53","1.17","0.29","1.02","0.33","0.65","0","0.75","62.9","-13.2","-73","-123.7","63","-15.1","-72.9","-137","-172.6","59.2","-12.7","0","-68.3","115.4","29.1","119.6","10.5"
"1558528090344","05/22/19  12:28:10.344   ","0.43","63","0.249","34.2","0.3","0.225","100","3.04","31.96","1.38","9.99","0.48","2.62","0.25","2.92","0.26","1.39","0.22","1.09","0.29","0.41","0.26","0.41","63.1","-14.6","-72.4","-129.6","63","-12","-72.1","-134.6","-174.8","102.7","-9.5","0","-70.4","-133.1","26.5","119.6","39.2"
"1558528091625","05/22/19  12:28:11.625   ","0.43","63","0.249","34","0.3","0.224","100","2.89","31.81","1.18","9.89","0.33","2.68","0.26","2.95","0.2","1.46","0","1.03","0.27","0.42","0","0.22","63","-13.9","-72","-131.6","62.8","-16.9","-72.9","-133.5","-174.6","72.5","-12.6","0","-64.9","127.4","27.5","119.5","47.1"
"1558528092380","05/22/19  12:28:12.380   ","0.43","63.1","0.247","33.9","0.3","0.223","100","3.4","31.86","1.7","9.7","0.84","2.26","0.44","3.35","0","1.34","0.27","0.76","0.23","0.61","0.21","0.7","62.8","-13.9","-72.4","-129.6","62.8","-13.9","-72.4","-129.6","-174.2","115.3","-5.3","46","-68.2","-151.4","34.9","119.5","8.6"
"1558528093679","05/22/19  12:28:13.679   ","0.43","63.1","0.247","34","0.3","0.225","100","3.79","31.81","1.75","9.93","0.94","2.9","0","3.13","0","1.23","0.51","0.74","0","0.63","0.32","0.62","62.8","-18.9","-72.8","-124.6","62.8","-18.9","-72.8","-124.6","-173.7","91.4","-5.2","9.6","-67.2","-126.9","31.1","119.5","12.6"
"1558528094403","05/22/19  12:28:14.403   ","0.43","62.8","0.25","33.9","0.3","0.224","100","3.89","31.59","1.72","9.87","1.39","2.37","0","3.4","0","1.41","0","0.74","0","0.47","0","0.57","62.9","-15.9","-73","-123.5","62.9","-15.9","-73","-123.5","-174.2","102.7","-8.9","0","-63.1","0","30.7","119.5","39.6"
"1558528095703","05/22/19  12:28:15.703   ","0.43","63","0.246","34","0.3","0.224","100","3.89","31.8","1.77","9.98","0.84","2.72","0","3.14","0.5","1.16","0","1.2","0.48","0.61","0.51","0.43","63","-14.2","-71.9","-118.3","63","-15","-72.4","-127.2","-174.3","117.8","-11.7","-165.2","-69.3","172","24.1","119.5","62.9"
"1558528096512","05/22/19  12:28:16.512   ","0.43","62.9","0.248","33.6","0.3","0.224","100","3.5","31.43","1.36","9.76","0.83","2.48","0","3.05","0.26","1.49","0","1.1","0","0.5","0.36","0.34","63","-14.9","-72.3","-130.3","63","-12.9","-72","-122.5","-172.5","95.3","-6","57.8","-70.4","146.4","41.5","119.5","37.5"
"1558528097736","05/22/19  12:28:17.736   ","0.43","63","0.248","34.1","0.3","0.224","100","4.16","31.67","1.81","9.99","1.14","2.73","0","3.18","0","1.29","0.57","0.83","0","0.56","0","0.54","62.9","-15.2","-73","-129.7","62.9","-15.2","-73","-129.7","-173.4","102.5","-9.7","-1.4","-68.3","0","21.2","119.6","11.3"
"1558528098580","05/22/19  12:28:18.580   ","0.43","62.9","0.248","33.8","0.3","0.223","100","3.91","32.02","1.79","10.16","0.63","2.56","0.22","2.98","0","1.55","0","1.08","0.2","0.29","0.57","0.4","62.9","-12.2","-72.2","-129.2","62.9","-12.2","-72.2","-129.2","-174.6","119.2","-15.1","33.5","-72","0","32.5","119.6","54"
"1558528099770","05/22/19  12:28:19.770   ","0.43","63","0.249","33.8","0.3","0.224","100","3.92","31.72","1.76","10.17","0.92","2.44","0.21","3","0.44","1.48","0.42","1.24","0","0.54","0.43","0.36","63.1","-15.3","-72.5","-128.9","62.8","-17.1","-72.1","-115.5","-173.2","127.5","-4.6","42.1","-70.4","-158.2","32.5","119.6","23.2"
"1558528100674","05/22/19  12:28:20.674   ","0.43","63.1","0.248","33.8","0.3","0.224","100","3.1","31.73","1.42","9.98","0.94","2.53","0.39","2.97","0.47","1.69","0.25","0.91","0","0.5","0","0.8","62.7","-13.3","-72.6","-130.4","62.9","-5.2","-72.8","-125.7","-175.1","113.2","-6.6","-143.6","-66.3","107.9","35","119.6","35.2"
"1558528101786","05/22/19  12:28:21.786   ","0.43","62.9","0.248","33.7","0.3","0.223","100","2.31","31.79","1.11","10.37","0.41","2.42","0.21","3.32","0.67","1.35","0.22","1.21","0.46","0.61","0","0.5","63.1","-13.6","-72.2","-116.7","63","-19","-72.3","-139.1","-174.6","86.3","-11.5","0","-69.3","0","24.8","119.6","44.4"
"1558528102714","05/22/19  12:28:22.714   ","0.43","63","0.248","33.7","0.3","0.222","100","3.31","31.81","1.41","10.16","0.76","2.19","0.37","3.23","0.29","1.29","0","1.24","0","0.46","0.4","0.54","63","-12.5","-72.3","-133.6","63","-12.5","-72.3","-133.6","-172.3","128.3","-7.4","68.1","-72.2","0","39.2","119.6","18"
"1558528103497","05/22/19  12:28:23.497   ","0.43","63.2","0.25","33.9","0.3","0.222","100","3.44","31.53","1.31","10.05","1.11","2.66","0","3","0","1.66","0","0.97","0.28","0.8","0.29","0.48","63","-17.2","-72.8","-132.4","63","-17.2","-72.8","-132.4","-173.4","79.2","-14","-160.7","-69.1","0","16.7","119.7","14.4"
"1558528104239","05/22/19  12:28:24.239   ","0.43","63.2","0.246","33.8","0.3","0.226","100","2.87","31.74","1.29","10.29","0.55","2.52","0.21","3.21","0.3","1.29","0.39","1.17","0","0.7","0.22","0.7","63.2","-15.8","-72.1","-123.8","63.2","-15.8","-72.1","-123.8","-172.9","87.8","-7.7","9.9","-72.8","-149.6","15.1","119.6","42.3"
"1558528105509","05/22/19  12:28:25.509   ","0.43","62.9","0.249","33.8","0.3","0.223","100","3.69","31.57","1.64","10.18","1.05","2.65","0","3.29","0","1.15","0.41","1.04","0","0.81","0.2","0.81","63","-17","-72.5","-132.8","63","-17","-72.5","-132.8","-175.2","86.5","-13.8","0","-70.8","143.7","21.2","119.6","47"
"1558528106235","05/22/19  12:28:26.235   ","0.43","63.1","0.246","33.8","0.3","0.224","100","3.59","31.85","1.7","9.98","0.61","2.59","0.36","3","0.29","1.22","0.23","1.1","0.22","0.5","0.4","0.46","63.2","-16.3","-71.7","-117.7","63.2","-16.3","-71.7","-117.7","-173.2","110.4","-11.3","43.2","-72.6","-133.5","32.7","119.6","44.8"
"1558528107515","05/22/19  12:28:27.515   ","0.43","62.8","0.248","33.8","0.3","0.224","100","2.63","31.93","0.9","10.11","0.71","2.75","0","3.22","0.61","1.34","0.29","0.82","0.37","0.62","0","0.4","63","-18.9","-72.2","-139.3","63","-18.9","-72.2","-139.3","-175.7","81.1","-10.6","0","-68.4","0","21.9","119.6","40.9"
"1558528108235","05/22/19  12:28:28.235   ","0.43","62.9","0.25","34","0.3","0.225","100","2.51","31.81","1.13","10.04","0.66","2.35","0.34","3.38","0.63","1.4","0.27","1.4","0","0.56","0","0.77","63","-18","-71.7","-118.3","63","-18","-71.7","-118.3","-172.4","121","-5.6","81.4","-63.8","141.2","41","119.6","27.7"
"1558528109502","05/22/19  12:28:29.502   ","0.44","62.8","0.248","33.6","0.3","0.225","100","2.7","31.78","0.99","9.93","0.51","2.3","0.21","3.32","0","1.22","0.31","0.98","0.41","0.83","0","0.66","62.9","-18.5","-72.4","-127.2","62.9","-18.5","-72.4","-127.2","-173.9","114.8","-3.4","0","-67.1","0","39.3","119.6","51.1"
"1558528110239","05/22/19  12:28:30.239   ","0.44","62.9","0.25","33.8","0.3","0.225","100","2.68","31.7","1.35","9.95","0.82","2.47","0","3.14","0","1.36","0.55","1.15","0.3","0.52","0.27","0.37","62.9","-13.1","-72.5","-128","62.9","-13.1","-72.5","-128","-174.5","80.2","-9.1","0","-70.9","0","22.5","119.6","27.8"
"1558528111499","05/22/19  12:28:31.499   ","0.43","63","0.248","33.9","0.3","0.224","100","2.68","31.8","1.04","9.97","0.7","2.33","0","3.39","0","1.18","0","0.67","0.24","0.74","0.26","0.73","63","-12.3","-72.4","-126.1","63","-12.3","-72.4","-126.1","-172.9","113","-7.4","155","-67.8","0","33.4","119.6","32.6"
"1558528112243","05/22/19  12:28:32.243   ","0.43","62.9","0.248","34","0.3","0.225","100","2.44","31.83","1.26","10.21","0.47","2.6","0","3.02","0.2","1.03","0.4","1.17","0.33","0.72","0.41","0.44","63.1","-16.1","-71.8","-130.3","63.1","-16.1","-71.8","-130.3","-172","111.3","-5.5","0","-69.2","-156.6","25.8","119.6","54.1"
"1558528113518","05/22/19  12:28:33.518   ","0.43","63","0.249","33.9","0.3","0.224","100","1.93","31.99","0.96","9.97","0.64","2.51","0","3.01","0.2","1.21","0.2","1.11","0.49","0.64","0.2","0.56","62.8","-5.7","-72.1","-115.7","62.8","-14.9","-72.6","-127.1","-174.7","94.8","-10.8","0","-72.3","55.9","25.4","119.6","27.5"
"1558528114243","05/22/19  12:28:34.243   ","0.43","62.9","0.247","34.1","0.3","0.224","100","1.78","31.75","1.14","10.1","0.38","2.69","0","3.17","0","1.28","0.34","1.14","0.69","0.81","0","0.51","63","-13.3","-72.3","-117.2","63","-13.3","-72.3","-117.2","-173","89.3","-10.5","0","-71.1","0","30.4","119.6","34.3"
"1558528115517","05/22/19  12:28:35.517   ","0.43","62.8","0.249","33.6","0.3","0.226","100","2.26","31.78","0.84","10.17","0.48","2.37","0","3.25","0.59","1.19","0.37","1.21","0","0.54","0","0.47","63","-15.6","-71.9","-115","63","-15.6","-71.9","-115","-173.8","104.1","-8.7","0","-66.2","164.2","41.3","119.6","55.1"
"1558528116248","05/22/19  12:28:36.248   ","0.43","62.8","0.246","34","0.3","0.224","100","3.06","32.03","1.45","10.04","0.38","2.94","0","3.17","0.3","1.13","0.24","0.81","0.27","0.64","0","0.48","62.6","-18.5","-73.1","-130","62.6","-18.5","-73.1","-130","-174.7","74.8","-7.8","0","-70.3","119.2","15.4","119.6","55.1"
"1558528117525","05/22/19  12:28:37.525   ","0.43","63.2","0.246","33.5","0.3","0.223","100","1.85","31.53","0.58","9.86","0.51","2.39","0","3.37","0.43","1.11","0","1.15","0","0.5","0.33","0.41","63.1","-16.1","-72.6","-110.1","63.1","-15.7","-72.1","-111.7","-174.1","176.4","-7.5","56.8","-67.7","-151.3","12.4","119.5","40.8"
"1558528118241","05/22/19  12:28:38.241   ","0.43","63.1","0.249","33.5","0.3","0.223","100","2.11","31.63","1.09","9.97","0.22","2.36","0.34","3.21","0.43","1.25","0.22","1.16","0.21","0.61","0","0.5","63.1","-9.3","-72","-116","63.1","-9.3","-72","-116","-173.1","116.9","-8.4","75.5","-67","133.1","30.2","119.7","44.6"
"1558528119527","05/22/19  12:28:39.527   ","0.43","62.8","0.248","33.7","0.3","0.224","100","2.91","31.91","1.31","9.88","0.29","2.63","0.24","2.94","0.4","1.5","0","1.34","0","0.53","0.23","0.44","63.1","-15.5","-71.9","-134.6","63","-14.1","-72.2","-119.9","-174.1","122.2","-7","0","-71","119","26","119.5","56.6"
"1558528120274","05/22/19  12:28:40.274   ","0.43","62.9","0.248","33.8","0.3","0.225","100","2.82","31.99","1.07","9.91","0.23","2.96","0","2.87","0.28","1.43","0","1","0.22","0.67","0","0.37","63.1","-13.6","-71.9","-130.3","62.9","-15","-72.1","-117.5","-173.1","90.8","-10.9","0","-70","158.1","16.1","119.6","62.7"
"1558528121533","05/22/19  12:28:41.533   ","0.43","62.9","0.249","33.6","0.3","0.223","100","1.99","31.78","0.85","9.91","0.29","2.47","0","3.13","0.29","1.16","0.21","0.86","0","0.49","0","0.57","63","-13.4","-72.4","-135.7","63","-17.3","-72.1","-141.6","-174","0","-3.1","28.5","-70.9","115.1","47.1","119.6","42.7"
"1558528122303","05/22/19  12:28:42.303   ","0.43","62.9","0.248","33.9","0.3","0.224","100","1.74","31.92","0.75","10.18","0.34","2.82","0","3.12","0.21","1.27","0","1.12","0.39","0.55","0","0.3","63","-24.8","-72","-121.9","63","-24.8","-72","-121.9","-173.1","94.4","-13.4","-78.4","-73.5","149.5","30.3","119.6","53"
"1558528123585","05/22/19  12:28:43.585   ","0.43","63","0.246","33.8","0.3","0.223","100","2.11","31.85","0.5","9.96","0.3","2.43","0.44","3.35","0","1.48","0.48","0.93","0","0.79","0","0.54","63.2","-6.2","-71.9","-117.2","63.2","-6.2","-71.9","-117.2","-172.9","0","-4.4","32.3","-63.4","164.5","34.7","119.6","48.2"
"1558528124330","05/22/19  12:28:44.330   ","0.43","63","0.248","33.7","0.3","0.224","100","1.99","31.74","0.59","9.89","0.39","2.63","0.41","3","0","1.49","0.3","1.01","0","0.85","0","0.49","63.1","-12.6","-72.3","-138.3","63.1","-12.6","-72.3","-138.3","-175.3","31.9","-7","92.1","-66.3","0","16.9","119.7","62.3"
"1558528125608","05/22/19  12:28:45.608   ","0.43","63","0.247","33.8","0.3","0.223","100","1.84","32.01","0.9","9.96","0","3.03","0.35","2.74","0","1.18","0.22","0.79","0.25","0.72","0.23","0.29","63.1","-18.1","-72.9","-150","63.1","-18.1","-72.9","-150","-175.4","44.9","-1.7","-24.3","-71","0","31","119.6","39.4"
"1558528126389","05/22/19  12:28:46.389   ","0.43","63.1","0.249","33.8","0.3","0.223","100","2.09","31.76","0.71","9.79","0.5","2.59","0.22","3.56","0","1.14","0.25","1.03","0.37","0.4","0","0.74","63.1","-16.2","-71.8","-107.7","63.1","-16.2","-71.8","-107.7","-172.5","126.8","-3.1","107","-64.4","0","26.2","119.7","33"
"1558528127667","05/22/19  12:28:47.667   ","0.43","63.1","0.246","34","0.3","0.223","100","1.64","31.81","0.91","10.07","0.76","2.63","0","3.15","0","1.11","0.28","1.11","0.57","0.68","0","0.53","63","-17.5","-72","-118.1","63","-17.5","-72","-118.1","-172.2","108.3","-3.9","29.1","-66.9","0","25.6","119.7","24.1"
"1558528128340","05/22/19  12:28:48.340   ","0.43","63.1","0.248","33.7","0.3","0.224","100","2.65","31.91","1.18","10.08","0.6","2.78","0","2.99","0.29","1.36","0.41","1.11","0.42","0.74","0","0.34","63","-20.2","-72.5","-121.5","63","-20.2","-72.5","-121.5","-175.8","95.2","-14.9","0","-73.5","108.3","29.4","119.6","32.2"
"1558528129666","05/22/19  12:28:49.666   ","0.43","63","0.247","33.8","0.3","0.223","100","2.5","31.63","0.98","10.02","0.4","2.98","0.29","2.96","0.2","1.35","0","0.95","0.37","0.75","0","0.32","62.9","-14.8","-72.3","-115.5","62.9","-14.8","-72.3","-115.5","-175.1","75.3","-12.9","0","-73.2","102.4","27.3","119.6","53.3"
"1558528130386","05/22/19  12:28:50.386   ","0.43","62.8","0.248","33.8","0.3","0.225","100","2.53","32.12","1.26","10.03","0.57","2.44","0","2.95","0.23","1.26","0.23","1.16","0","0.63","0","0.66","62.7","-13.2","-72.2","-125.5","62.7","-13.2","-72.2","-125.5","-174.7","130.6","-2.5","0","-66.2","147.5","24.7","119.5","48.3"
"1558528131713","05/22/19  12:28:51.713   ","0.43","63","0.247","34.3","0.3","0.224","100","2.09","31.69","0.77","9.64","0.64","2.62","0.37","3.22","0","1.41","0.31","0.76","0.36","0.83","0","0.43","63.1","-13.7","-72","-105.3","63","-20.6","-72.2","-115.3","-174.8","97.3","-2","117.1","-68.1","0","26.4","119.6","58.5"
"1558528132236","05/22/19  12:28:52.236   ","0.43","62.8","0.247","33.9","0.3","0.223","100","2.52","31.91","0.61","10.07","0.76","2.66","0","3.32","0.31","1.34","0.21","1.2","0.33","0.6","0","0.49","63","-21.8","-72.5","-128","63","-21.8","-72.5","-128","-172.9","99.4","-11.7","0","-68.3","179.8","25.1","119.5","65.7"
"1558528133506","05/22/19  12:28:53.506   ","0.43","62.9","0.247","33.8","0.3","0.227","100","2.15","31.97","1.63","9.88","0.42","2.61","0","2.72","0.33","1.3","0.31","1.01","0","0.29","0","0.33","62.9","-14.7","-72","-135.2","62.9","-14.7","-72","-135.2","-175.2","127.7","-9","0","-68.4","97.4","34.6","119.6","58.4"
