"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","V3 Ang","I3 H13 ANG"
"1558528195503","05/22/19  12:29:55.503   ","0.44","62.8","0.248","33.9","0.3","0.226","100","3.35","31.97","1.42","9.99","0.49","2.39","0","2.85","0.35","1.49","0.2","1.36","0","0.49","0.44","0.73","62.9","-18.1","-72.4","-130.1","62.9","-18.1","-72.4","-130.1","-174.6","89","-13.5","0","-65.7","143.1","32.6","119.5","47.3"
"1558528196233","05/22/19  12:29:56.233   ","0.43","62.9","0.251","33.8","0.3","0.225","100","2.43","31.81","0.96","10","0.69","2.61","0.34","3.16","0.31","1.33","0.38","0.91","0.34","0.62","0.36","0.61","63","-11.5","-72.1","-136.7","63","-11.5","-72.1","-136.7","-174.4","120.9","-6.8","88.4","-64.8","0","22.9","119.6","55.8"
"1558528197506","05/22/19  12:29:57.506   ","0.43","63","0.248","33.4","0.3","0.226","100","2.4","31.81","1.19","9.76","0","2.52","0.23","2.9","0.27","1.41","0.3","0.62","0.45","0.91","0","0.56","62.8","-19.5","-72.4","-130.8","62.8","-19.5","-72.4","-130.8","-172.4","139.8","-5.3","0","-64.4","0","44.2","119.7","32.8"
"1558528198237","05/22/19  12:29:58.237   ","0.43","63","0.25","33.6","0.3","0.224","100","2.41","31.65","0.82","9.83","0.38","2.71","0","3.06","0.34","1.26","0.24","1.01","0","0.54","0","0.56","62.9","-13.5","-72","-127.5","62.9","-13.5","-72","-127.5","-173.4","103.9","-7","0","-67.6","158.4","21","119.6","51.6"
"1558528199514","05/22/19  12:29:59.514   ","0.43","63.1","0.25","34.2","0.3","0.226","100","3.05","32.1","1.14","10.12","0.51","2.83","0.21","2.9","0.29","1.39","0.33","1.32","0.24","0.52","0.35","0.21","63","-14.6","-71.9","-125","63","-14.6","-71.9","-125","-174.2","108.8","-10.1","0","-71.4","-163.6","29.4","119.7","38.1"
"1558528200243","05/22/19  12:30:00.243   ","0.43","62.9","0.251","34","0.3","0.225","100","3.18","31.88","1.29","10.15","0.73","2.83","0","3.06","0.23","1.05","0","1.26","0.29","0.49","0.47","0.22","63","-12","-71.6","-125.7","63","-12","-71.6","-125.7","-175.7","129","-9.8","57","-69.7","151","34.4","119.6","39.5"
"1558528201513","05/22/19  12:30:01.513   ","0.44","62.8","0.248","33.9","0.3","0.228","100","3.2","32.03","1.38","10.13","0.58","2.52","0","3.42","0.36","1.15","0.4","0.76","0.2","0.66","0.2","0.59","62.6","-17.5","-72.9","-132.3","62.6","-17.5","-72.9","-132.3","-173.2","122.7","-2.2","-101.4","-61.7","-133.6","38","119.6","37.3"
"1558528202262","05/22/19  12:30:02.262   ","0.44","62.9","0.25","34.4","0.3","0.225","100","3","31.84","1.5","10.02","0","2.53","0","3.06","0.26","1.05","0","1.36","0.29","0.45","0.42","0","63.2","-10","-71.3","-121.3","63.2","-10","-71.3","-121.3","-171.3","0","-4.6","0","-64.1","-126.6","33.4","119.7","41.9"
"1558528203555","05/22/19  12:30:03.555   ","0.43","63","0.249","34.2","0.3","0.228","100","3.09","31.93","1.15","10.13","0.66","2.84","0","2.9","0.3","1.07","0","1.15","0.42","0.69","0.26","0.64","62.7","-15.3","-72.7","-128.7","62.9","-20.5","-73","-122.3","-172.1","83.7","-6.4","0","-66.5","0","33.5","119.6","30.4"
"1558528204298","05/22/19  12:30:04.298   ","0.44","62.7","0.249","34.1","0.3","0.226","100","3.41","32.06","1.62","10.03","0.51","2.48","0","2.84","0.32","1.33","0","1.11","0","0.57","0.21","0.7","62.8","-18.1","-72","-131.8","63","-12.6","-71.7","-123.1","-174.4","134","-10.8","3","-66.4","-148.2","31.3","119.7","37.6"
"1558528205570","05/22/19  12:30:05.570   ","0.44","62.9","0.25","34.1","0.3","0.229","100","3.62","32","1.38","9.86","0.99","2.79","0.4","3.42","0.23","1.38","0","0.95","0.31","0.91","0","0.79","62.9","-16.3","-72.5","-134.6","62.8","-17.3","-72.3","-121.1","-172.2","102.8","-3.5","50.8","-63.2","0","44.3","119.6","29.2"
"1558528206349","05/22/19  12:30:06.349   ","0.44","63","0.25","34.1","0.3","0.226","100","3.31","32.22","1.54","10.06","0.5","2.79","0.28","3.21","0.22","1.44","0.21","1.28","0.24","0.31","0.23","0.72","62.8","-17.3","-72","-125","62.8","-17.3","-72","-125","-173.2","69","-6.1","24.5","-67.9","-175.8","30.9","119.6","63.4"
"1558528207616","05/22/19  12:30:07.616   ","0.43","62.8","0.249","34","0.3","0.226","100","3.16","32.18","1.14","10.12","0.78","2.53","0","2.96","0.22","1.5","0","0.8","0","0.46","0","0.67","62.8","-15.1","-71.9","-132.4","62.8","-15.1","-71.9","-132.4","-173.5","91.6","-4.3","0","-65.6","140","28","119.6","41.9"
"1558528208367","05/22/19  12:30:08.367   ","0.43","62.9","0.249","34","0.3","0.226","100","2.98","32.04","1.46","9.85","0.37","2.56","0.22","2.98","0.42","1.36","0.37","1.26","0.26","0.52","0","0.52","63","-16.1","-72.2","-123.1","63","-16.1","-72.2","-123.1","-172.8","91.4","-7.7","86.4","-67.7","161.8","32","119.6","39.7"
"1558528209668","05/22/19  12:30:09.668   ","0.43","63","0.25","33.6","0.3","0.227","100","2.73","32.08","1.52","9.62","0.34","2.59","0.23","2.83","0.49","1.27","0.36","0.88","0.24","0.52","0.33","0.22","62.9","-15.6","-72.3","-133","63","-13.8","-71.8","-133.8","-174.1","82.6","-8","0","-72.8","137.4","33.5","119.6","64.7"
"1558528210407","05/22/19  12:30:10.407   ","0.43","63.1","0.248","34.1","0.3","0.224","100","2.52","32.02","1.36","10.1","0.64","2.72","0.26","3.19","0","1.31","0.42","1.28","0.51","0.73","0","0","63.1","-13.8","-71.4","-131.2","63.1","-13.8","-71.4","-131.2","-172","117.5","-6.7","117.3","-69.1","0","17.2","119.7","36.7"
"1558528211695","05/22/19  12:30:11.695   ","0.44","62.8","0.249","34.2","0.3","0.228","100","2.53","31.79","1.38","9.75","0.52","2.57","0.36","3.25","0.3","1.48","0.3","0.66","0.4","0.71","0.33","0.59","62.8","-9.2","-72","-134.3","62.8","-9.2","-72","-134.3","-172.6","126.5","-7","19.6","-63.5","176.7","46.9","119.6","56.1"
"1558528212482","05/22/19  12:30:12.482   ","0.43","63","0.249","34.1","0.3","0.227","100","2.2","31.86","1.05","9.91","0.37","2.69","0.33","2.98","0.35","1.03","0","1.1","0.65","0.61","0.21","0.68","63","-21.1","-72.1","-133.1","63","-21.1","-72.1","-133.1","-172.8","113.4","-8.5","-145.4","-68.6","-140.9","22.4","119.7","50.8"
"1558528213745","05/22/19  12:30:13.745   ","0.43","62.9","0.249","33.8","0.3","0.225","100","1.88","31.96","0.82","9.89","0","2.82","0.47","3.01","0.26","1.58","0","1.12","0","0.89","0.2","0.2","63.1","-14.5","-71.7","-130.5","63","-16.4","-71.8","-135.1","-173.8","93.8","-3.8","0","-72.2","-150.1","29.8","119.7","59.2"
"1558528214563","05/22/19  12:30:14.563   ","0.43","63","0.25","33.6","0.3","0.227","100","2.1","31.77","0.86","10","0.3","2.72","0.26","3","0.21","1.44","0.21","0.94","0","0.55","0.35","0.53","62.9","-18.6","-71.8","-124.8","62.9","-18.6","-71.8","-124.8","-174.1","79.4","-9.8","-161.7","-72.3","-153.8","25","119.6","51.8"
"1558528215738","05/22/19  12:30:15.738   ","0.43","63.1","0.249","34.1","0.3","0.226","100","1.41","32.03","0.74","10","0.27","2.9","0","3.2","0.33","1.46","0.4","1.25","0.39","0.55","0.3","0.68","63.2","-20.8","-72.1","-126.7","63","-15.3","-72.1","-118.1","-173.6","106.4","-4.7","-173.6","-69.1","-72.2","26","119.6","54.5"
"1558528216590","05/22/19  12:30:16.590   ","0.43","63.1","0.249","33.7","0.3","0.228","100","1.17","31.76","0.3","9.59","0.44","2.71","0","3.03","0.42","1.35","0","0.65","0","0.82","0.2","0.38","62.9","-14.8","-72.1","-141","62.9","-13","-71.8","-127.5","-173.3","78.6","-9.2","35.1","-64.6","-174.5","32.1","119.7","47.5"
"1558528217815","05/22/19  12:30:17.815   ","0.43","63","0.248","33.5","0.3","0.217","100","1.36","31.64","0.35","9.63","0.39","2.68","0","3.33","0.59","1.18","0.22","1.04","0.25","0.42","0","0.46","63.4","-14.6","-72.3","-123.8","63.6","-21.8","-72.4","-129.3","-172.9","102.1","-10.9","153.5","-64.3","-138.4","47.4","119.5","53"
"1558528218694","05/22/19  12:30:18.694   ","0.43","63.2","0.249","33.6","0.3","0.225","100","2.9","31.6","1.08","9.49","0.52","2.28","0","2.99","0","1.37","0.45","1.11","0","0.38","0","0.9","63.2","-17.6","-71.8","-110.4","63.1","-18.2","-71.6","-132.1","-174.5","93.8","-9.8","0","-71.2","0","42.3","119.7","51"
"1558528219522","05/22/19  12:30:19.522   ","0.43","63","0.25","33.7","0.3","0.228","100","2.25","31.88","1.2","9.69","0.35","2.62","0","3.26","0.38","1.21","0","0.48","0.2","0.72","0","0.85","62.9","-15.6","-72.6","-135.5","62.9","-15.6","-72.6","-135.5","-173","97.1","-6.2","174.3","-64.1","0","47.2","119.7","46.3"
"1558528220241","05/22/19  12:30:20.241   ","0.43","62.8","0.251","33.6","0.3","0.225","100","1.91","31.81","0.98","9.37","0.52","2.76","0.37","3.2","0.44","1.21","0.35","0.62","0","0.31","0","0.45","63","-3.4","-71.6","-120.1","63","-3.4","-71.6","-120.1","-173","109.2","-4.8","158.3","-67.1","0","26.2","119.6","58.4"
"1558528221515","05/22/19  12:30:21.515   ","0.43","63.1","0.25","33.8","0.3","0.226","100","1.68","31.7","0.68","9.83","0.37","2.75","0","2.75","0.26","1.27","0.43","1.1","0","0.76","0","0.28","62.9","-27.6","-72.4","-137.3","62.9","-27.6","-72.4","-137.3","-174.8","78.4","-7.8","178.5","-73.9","0","25.5","119.6","55.1"
"1558528222226","05/22/19  12:30:22.226   ","0.43","62.9","0.251","33.6","0.3","0.227","100","2.01","31.61","0.83","9.71","0.64","2.49","0","3.12","0.28","1.17","0","1.05","0.23","0.51","0","0.6","63.1","-18.2","-71.9","-98.9","63","-10.1","-72.2","-116.9","-172","121.4","-5.9","0","-62.8","-122.6","42.1","119.6","43.4"
"1558528223513","05/22/19  12:30:23.513   ","0.43","63","0.248","33.9","0.3","0.227","100","2.63","31.93","1.09","10.06","0.56","2.78","0.2","3.16","0","0.86","0.3","1.25","0","0.53","0","0.21","63.2","-17","-71.8","-122.2","63.2","-17","-71.8","-122.2","-171.7","98.2","-9.1","135.9","-66.3","160.3","30.7","119.6","60"
"1558528224242","05/22/19  12:30:24.242   ","0.43","62.8","0.251","33.8","0.3","0.227","100","3.23","31.82","1.01","9.76","0.85","2.69","0.22","3.33","0.37","1.44","0.36","0.85","0","0.55","0.49","0.62","62.8","-21","-72.2","-130.3","62.8","-21","-72.2","-130.3","-172.3","98.7","-0.2","0","-68","0","43.1","119.6","35.5"
"1558528225498","05/22/19  12:30:25.498   ","0.43","63","0.249","33.6","0.3","0.226","100","2.82","32.02","1.14","10","0.51","2.72","0","2.9","0.26","1.4","0.33","1.2","0.36","0.73","0.29","0.35","63.1","-18.1","-72.2","-126.3","62.9","-9.4","-72.5","-125.6","-173.5","95.1","-6.5","-18.5","-70.7","173.1","30.3","119.6","49.1"
"1558528226240","05/22/19  12:30:26.240   ","0.43","63","0.249","34.2","0.3","0.226","100","2.82","32.04","1.57","10.23","0.58","2.72","0.33","3.21","0","1.08","0.41","1.29","0.41","0.72","0.2","0.51","62.9","-19.1","-72.7","-134","62.9","-19.1","-72.7","-134","-174.2","87.9","-8","-134.3","-71.1","0","25.1","119.6","68.9"
"1558528227510","05/22/19  12:30:27.510   ","0.43","62.9","0.248","34","0.3","0.225","100","3.25","31.93","1.45","9.88","0.43","2.61","0","2.96","0.3","1.4","0","1.08","0","0.65","0.5","0.72","63.1","-14.9","-72","-124.7","63.1","-14.9","-72","-124.7","-173.9","84.1","-6","-35.3","-66.4","166","39.3","119.6","62.6"
"1558528228237","05/22/19  12:30:28.237   ","0.43","62.8","0.25","33.8","0.3","0.226","100","2.54","31.84","1.43","9.7","0.3","2.51","0.23","3.33","0.42","1.3","0.2","0.83","0.41","0.85","0.35","0.97","63","-12.1","-71.9","-119.9","63","-12.1","-71.9","-119.9","-172.5","127.5","1.7","0","-64.2","-113.8","44.5","119.6","48.1"
"1558528229477","05/22/19  12:30:29.477   ","0.43","63.1","0.248","34.3","0.3","0.226","100","3.33","32.01","1.41","10.11","0.31","2.71","0","2.83","0","1.56","0","1.23","0","0.28","0","0.72","62.9","-13.2","-72.1","-129.2","63","-13.5","-72.2","-127","-173.5","99.5","-9.5","65.6","-70.7","128.9","33.2","119.5","63.1"
"1558528230241","05/22/19  12:30:30.241   ","0.43","63","0.25","34","0.3","0.226","100","3.62","31.9","1.56","10.03","0.58","2.65","0","2.85","0.23","1.5","0.41","1.08","0.28","0.42","0","0.64","62.9","-14.9","-71.8","-132.8","62.9","-14.9","-71.8","-132.8","-173.4","110","-8.7","46.2","-71.9","0","33.9","119.7","48.2"
"1558528231497","05/22/19  12:30:31.497   ","0.43","62.9","0.25","33.7","0.3","0.221","100","3.05","31.48","0.92","9.56","0.71","2.3","0","3.09","0.34","1.65","0","0.91","0.2","0.85","0","0.6","63.1","-14.4","-72.7","-120","63.1","-14.4","-72.7","-120","-171.5","102.5","-8.8","0","-68.8","0","42.7","119.6","41.6"
"1558528232234","05/22/19  12:30:32.234   ","0.43","63","0.248","34","0.3","0.223","100","3.05","31.92","1.55","10.2","0.34","2.56","0.29","3.01","0","1.19","0.61","1.4","0.43","0.62","0","0","62.8","-16.5","-72.7","-133.5","62.8","-16.5","-72.7","-133.5","-173","84.1","-7.8","-11.8","-63.2","0","35.4","119.6","74.5"
"1558528233509","05/22/19  12:30:33.509   ","0.44","62.7","0.252","33.7","0.3","0.225","100","3.73","31.99","1.36","9.96","1.01","2.69","0","3.11","0.36","1.16","0.32","1.18","0","0.57","0.43","0.41","62.8","-21.5","-72.8","-133.4","62.8","-21.5","-72.8","-133.4","-174.3","94.7","-11.7","0","-67.1","149.1","31.4","119.4","49.8"
"1558528234238","05/22/19  12:30:34.238   ","0.44","63.1","0.25","34.3","0.3","0.223","100","2.89","32.22","1.31","10.19","0.39","2.74","0","3.11","0.39","1.11","0","1.25","0.25","0.82","0","0.4","63","-18.6","-72.8","-128.7","63","-18.6","-72.8","-128.7","-173.3","83","-4.4","0","-65.9","142","24.4","119.6","57"
"1558528235519","05/22/19  12:30:35.519   ","0.43","62.8","0.25","33.8","0.3","0.225","100","3.19","31.87","1.44","9.93","0.53","2.79","0","2.98","0.32","1.31","0","1.31","0","0.56","0","0.22","63","-17.9","-72.5","-121.3","63","-17.9","-72.5","-121.3","-172.6","129.3","-10.4","54","-64.8","0","32.1","119.5","51.6"
"1558528236258","05/22/19  12:30:36.258   ","0.43","62.7","0.247","33.9","0.3","0.224","100","3.04","32.09","1.17","9.9","0.32","2.9","0","3.11","0.33","1.54","0","1.12","0.32","0.61","0","0.37","62.9","-14.2","-73","-124.6","62.9","-14.2","-73","-124.6","-175.3","85.9","-12","0","-70.4","128.4","27.6","119.5","61.8"
"1558528237531","05/22/19  12:30:37.531   ","0.43","62.7","0.25","33.9","0.3","0.224","100","3.41","31.81","1.53","9.83","0.49","2.57","0","2.79","0.42","1.77","0","1.08","0.22","0.5","0.21","0.7","63","-14.6","-72.5","-139.7","63","-14.6","-72.5","-139.7","-174.9","112.7","-6.9","0","-70.8","132.8","34.8","119.5","44.3"
"1558528238297","05/22/19  12:30:38.297   ","0.43","62.8","0.249","33.9","0.3","0.222","100","3.15","31.8","1.36","9.85","0.44","2.47","0.49","3.43","0","1.32","0.43","0.63","0.26","0.9","0.33","0.62","62.8","-15.9","-72.5","-122.4","62.8","-16","-72.6","-134.8","-171.8","112.8","-3.9","0","-65.8","-127.8","37","119.6","48"
"1558528239563","05/22/19  12:30:39.563   ","0.43","62.9","0.25","33.8","0.3","0.226","100","3.6","31.9","1.71","10.27","0.53","2.63","0.35","3.2","0.48","1.53","0.54","1.37","0.29","0.61","0","0.42","63.1","-13.5","-72.4","-130.5","63.1","-14.2","-72.1","-123.1","-174.1","133.1","-7.2","-0.5","-69.5","-109.6","37.7","119.5","66"
"1558528240335","05/22/19  12:30:40.335   ","0.43","62.9","0.248","34","0.3","0.221","100","3.77","31.78","1.4","9.93","1.19","2.49","0.36","3.51","0.43","1.67","0","0.77","0","0.98","0.21","0.61","62.9","-15.1","-72.1","-129.2","62.9","-15.1","-72.1","-129.2","-171.9","119.2","-8.8","38","-64.5","-109.7","44.2","119.6","42.1"
"1558528241577","05/22/19  12:30:41.577   ","0.43","62.9","0.249","34.1","0.3","0.224","100","3.12","31.98","1.42","10","0.63","2.75","0","3.34","0.26","1.07","0.57","1","0.25","0.74","0","0.48","62.9","-12.7","-72.8","-124.9","62.9","-12.7","-72.8","-124.9","-172.7","107.4","-0.6","-40","-66.1","-147.4","33.6","119.5","57.7"
"1558528242313","05/22/19  12:30:42.313   ","0.43","62.8","0.248","34","0.3","0.223","100","3.13","31.98","1.5","9.97","0.45","2.43","0.38","3.35","0.41","1.2","0.22","1.4","0.5","0.51","0.36","0.56","62.9","-15","-71.8","-123.2","62.9","-15","-71.8","-123.2","-172.5","134.9","-0.2","57.9","-64.3","-118.4","49","119.6","46.4"
"1558528243636","05/22/19  12:30:43.636   ","0.43","62.8","0.248","34.1","0.3","0.225","100","4.07","32.11","1.53","10.07","0.75","2.6","0.27","3.08","0","1.4","0","1.32","0.32","0.4","0.46","0.56","62.8","-15.8","-72.3","-118.5","63","-13.8","-72.6","-119.6","-172.3","125.2","-11.6","71.7","-68.1","-163.5","31.6","119.5","69.7"
"1558528244335","05/22/19  12:30:44.335   ","0.43","62.8","0.25","33.8","0.3","0.225","100","3.6","31.57","1.63","10.02","0.96","2.67","0.44","3.26","0.23","1.19","0","0.86","0.56","0.77","0.2","0.54","62.9","-16.9","-72.5","-127.3","62.9","-16.9","-72.5","-127.3","-171.4","122.8","0.4","41.9","-66.4","-109.5","48.3","119.6","42.3"
"1558528245687","05/22/19  12:30:45.687   ","0.44","62.9","0.247","34.1","0.3","0.225","100","3.73","31.88","1.71","9.9","0.66","2.88","0.45","2.98","0","1.58","0.34","1.08","0","0.43","0.48","0.45","62.9","-15","-72.3","-125.9","62.9","-15","-72.3","-125.9","-173.3","127.6","-11","21.2","-66.5","-173.9","29.9","119.5","58.8"
"1558528246368","05/22/19  12:30:46.368   ","0.43","62.9","0.249","34","0.3","0.226","100","3.55","32.04","1.54","9.7","1.16","2.85","0","3.45","0","1.28","0.3","0.97","0.22","0.79","0","0.76","62.8","-17.3","-72.5","-128.1","62.9","-14.5","-72","-125.5","-172.6","105.2","-7.6","0","-60.9","0","32","119.7","66"
"1558528247518","05/22/19  12:30:47.518   ","0.43","63.1","0.246","33.9","0.3","0.224","100","3.29","32.06","1.38","9.93","0.61","2.6","0","3.13","0.32","1.19","0.25","1.02","0.36","0.73","0","0.54","63","-15.7","-72.3","-125.5","63","-15.7","-72.3","-125.5","-172.6","115.2","-8.4","-5.7","-70.2","0","41.2","119.6","69.7"
"1558528248236","05/22/19  12:30:48.236   ","0.43","62.8","0.247","33.9","0.3","0.226","100","3.23","31.82","1.09","9.96","0.72","2.66","0","3.51","0","1.5","0","0.87","0","0.85","0.33","0.88","62.9","-19","-72.4","-114.3","62.9","-19","-72.4","-114.3","-172.6","96.6","-6","62","-65.8","99.4","37.8","119.6","53.2"
"1558528249538","05/22/19  12:30:49.538   ","0.44","62.8","0.25","34.1","0.3","0.227","100","3.67","32.19","1.47","9.82","1.06","2.76","0.21","3.44","0.27","1.1","0.21","0.71","0","0.72","0.28","0.69","62.9","-18.4","-72.6","-121.2","62.8","-14.6","-72.1","-132.6","-172.7","121.2","-0.6","46.3","-65.5","-139.2","47.5","119.6","51"
"1558528250245","05/22/19  12:30:50.245   ","0.44","62.9","0.248","34.2","0.3","0.227","100","3.22","32.16","1.63","10.02","0.58","2.77","0.28","3.05","0","1.2","0.21","1.23","0.33","0.4","0.42","0.24","63.1","-15.3","-71.9","-125.6","63.1","-15.3","-71.9","-125.6","-173.1","96.5","0.6","66.4","-63.4","-146.2","30.8","119.7","73.4"
"1558528251523","05/22/19  12:30:51.523   ","0.44","63","0.249","34.2","0.3","0.228","100","3.13","32.28","1.16","10.25","0.39","2.61","0.24","3.25","0.28","1.28","0.32","1.22","0.23","0.48","0.42","0","63","-15.9","-71.9","-128.8","63","-15.9","-71.9","-128.8","-172.3","131.3","-10.2","61.2","-60.4","-178.7","33.4","119.7","41.8"
"1558528252243","05/22/19  12:30:52.243   ","0.44","62.8","0.251","34.3","0.3","0.229","100","3.2","32.24","1.31","10.08","0.41","2.82","0","3.01","0","1.52","0","1.05","0.24","0.4","0","0.5","63.1","-10.2","-71.4","-121.1","63.1","-10.2","-71.4","-121.1","-171.9","130.3","-6.3","0","-64.3","0","31.4","119.7","79.6"
"1558528253516","05/22/19  12:30:53.516   ","0.43","62.9","0.25","34.1","0.3","0.23","100","3.2","31.78","1.14","9.81","0.67","2.63","0.39","3.6","0.41","1.25","0","0.95","0","0.96","0","0.82","63","-14","-71.4","-124.4","63","-14","-71.4","-124.4","-172.2","120.8","-0.8","23.9","-64.5","178.7","37.3","119.6","37.2"
"1558528254240","05/22/19  12:30:54.240   ","0.44","63","0.249","34.1","0.3","0.227","100","2.86","32.04","1.38","10.3","0.27","2.63","0.27","3.16","0","1.36","0.26","1.07","0","0.42","0.33","0.31","62.9","-14.1","-72","-124.6","62.9","-14.1","-72","-124.6","-174.5","118.2","-8.5","0","-65.9","137.3","35.6","119.6","64.1"
"1558528255509","05/22/19  12:30:55.509   ","0.43","63","0.248","34.1","0.3","0.227","100","2.81","31.95","1.4","10","0.45","2.76","0.21","3.41","0","1.26","0.36","1.23","0.47","0.51","0.37","0.5","63","-11.2","-71.9","-133.3","63","-11.2","-71.9","-133.3","-173.2","86","-7.7","0","-65","172.8","41.8","119.6","60"
