"DoubleTime","StringTime","I3 Mag","I3 Ang","kW","I3 THD","I3 TDD","kvar","I3 %HD01","I3 %HD02","I3 %HD03","I3 %HD04","I3 %HD05","I3 %HD06","I3 %HD07","I3 %HD08","I3 %HD09","I3 %HD10","I3 %HD11","I3 %HD12","I3 %HD13","I3 %HD14","I3 %HD15","I3 %HD16","I3 %HD17","I3 H01 ANG","I3 H02 ANG","I3 H03 ANG","I3 H04 ANG","I3 H01 ANG:1","I3 H02 ANG:1","I3 H03 ANG:1","I3 H04 ANG:1","I3 H05 ANG","I3 H06 ANG","I3 H07 ANG","I3 H08 ANG","I3 H09 ANG","I3 H10 ANG","I3 H11 ANG","V3 Ang","I3 H13 ANG"
"1558528256239","05/22/19  12:30:56.239   ","0.44","62.7","0.248","33.9","0.3","0.228","100","2.82","31.8","1.33","10.15","0.62","2.8","0.31","3.18","0","1.2","0.24","1.08","0.36","0.43","0.57","0","62.9","-12","-72.1","-136.3","62.9","-12","-72.1","-136.3","-173.7","138.9","-4.3","-25.4","-61.4","-63.4","31.4","119.6","61.6"
"1558528257519","05/22/19  12:30:57.519   ","0.44","62.6","0.25","34.2","0.3","0.227","100","2.97","32.18","1.26","10.12","0.9","2.55","0.3","3.61","0","1.37","0.21","0.8","0.28","0.51","0.39","0.45","62.5","-19.9","-72.6","-141.9","62.5","-19.9","-72.6","-141.9","-174.4","75.1","-1.2","0","-64.7","-129","40.2","119.5","51.5"
"1558528258239","05/22/19  12:30:58.239   ","0.44","62.7","0.249","34.1","0.3","0.228","100","3.22","32.04","1.37","10.05","0.61","2.5","0.25","3.67","0","0.88","0.32","0.7","0.25","0.97","0","0.64","62.7","-14.2","-72.5","-131.5","62.7","-14.2","-72.5","-131.5","-173.3","122.8","0.1","66.9","-63.8","-117.1","45.7","119.5","52.3"
"1558528259508","05/22/19  12:30:59.508   ","0.43","63.1","0.252","33.9","0.3","0.227","100","2.46","32.06","1.18","9.88","0.58","2.89","0","3.22","0.31","1.28","0","0.67","0.28","0.64","0.23","0.48","62.9","-13.2","-72.5","-134.5","62.7","-9.4","-72.5","-142.4","-173.2","111","-6.1","166.6","-70.1","137","35.8","119.6","43.8"
"1558528260238","05/22/19  12:31:00.238   ","0.44","62.8","0.248","34.2","0.3","0.227","100","3.05","31.89","1.16","9.88","0.74","2.49","0.26","3.54","0.42","1.25","0","1.03","0","0.73","0","0.65","62.9","-19.5","-71.7","-121.3","62.9","-19.5","-71.7","-121.3","-172.8","98.5","-4.6","48.9","-62.9","128.9","38.4","119.7","46.8"
"1558528261510","05/22/19  12:31:01.510   ","0.43","62.9","0.25","34","0.3","0.228","100","3.08","32.07","1.37","10.24","0.71","3.2","0","3.26","0.33","1.14","0.35","1.14","0.45","0.49","0.2","0.36","63","-11.2","-71.9","-121.3","63","-13.6","-71.5","-129.1","-174.4","103.2","-5.3","0","-72.8","0","27","119.6","59"
"1558528262230","05/22/19  12:31:02.230   ","0.43","63.2","0.248","34.1","0.3","0.228","100","2.23","32.14","0.99","10.16","0.63","2.62","0","2.94","0","1","0.34","0.75","0.32","0.49","0.33","0.63","63","-8.2","-71.8","-130","62.9","-12","-72.5","-128.1","-174.9","104","-6.9","-170.5","-67.6","0","30.8","119.6","43.6"
"1558528263507","05/22/19  12:31:03.507   ","0.44","62.9","0.249","34","0.3","0.227","100","2.94","31.91","1.48","10.04","0.74","2.8","0.42","3.23","0.36","1.27","0.52","0.73","0","0.57","0.26","0.56","62.8","-12.4","-72.6","-134.2","62.7","-15","-72.3","-137","-173.2","107.7","3.5","-5.1","-67.9","0","40.7","119.6","42.6"
"1558528264236","05/22/19  12:31:04.236   ","0.44","62.9","0.251","34.3","0.3","0.228","100","2.91","32.1","1.68","10","0.4","2.88","0","3.03","0","1.1","0.3","1.33","0.29","0.48","0.34","0.34","63","-15.6","-71.6","-108.3","63","-15.6","-71.6","-108.3","-171.7","115.2","-3.8","0","-65.9","149.9","28.7","119.7","68.3"
"1558528265515","05/22/19  12:31:05.515   ","0.44","62.8","0.25","33.9","0.3","0.227","100","2.68","32.15","1.2","10.05","0.48","2.5","0.31","3.11","0.39","1.37","0","1.3","0.31","0.59","0","0.64","62.8","-14.1","-72.6","-125","62.8","-14.1","-72.6","-125","-173.5","75","-6.1","0","-70.6","156.4","24.3","119.7","75.8"
"1558528266243","05/22/19  12:31:06.243   ","0.43","62.9","0.251","34.1","0.3","0.228","100","1.88","32.13","1.17","10.08","0.31","2.83","0","2.95","0.2","1.41","0.21","0.9","0","0.48","0.22","0.35","62.9","-18.7","-72.3","-127.9","62.9","-18.7","-72.3","-127.9","-174.8","105.9","-16.8","0","-69.2","160.2","25.8","119.6","56.1"
"1558528267510","05/22/19  12:31:07.510   ","0.43","62.8","0.25","34.1","0.3","0.227","100","2.2","31.69","1.02","10.16","0.57","2.76","0.28","3.14","0.21","1.37","0.26","1.1","0.49","0.9","0","0.62","63","-17.8","-72","-125.3","63","-11","-72.2","-123.7","-172.6","95","-4.7","0","-62.9","0","27.5","119.6","33.5"
"1558528268238","05/22/19  12:31:08.238   ","0.44","62.8","0.247","34","0.3","0.224","100","2.52","31.86","0.98","10.27","0.65","2.88","0","3.34","0","1.22","0.23","1.06","0.5","0.62","0.34","0.34","63","-9.4","-72.1","-125.3","63","-12.5","-72","-133.7","-174.5","99.9","-0.1","3.7","-68.9","0","24","119.6","64.5"
"1558528269517","05/22/19  12:31:09.517   ","0.44","62.8","0.249","33.9","0.3","0.223","100","2.56","31.79","1.29","9.98","0.6","2.64","0.4","3.13","0.39","1.16","0.2","1.2","0.2","0.73","0","0.44","63","-16.7","-72.7","-137","63","-19.2","-72.5","-132.9","-174.4","74.6","-11.3","54.4","-69.5","178.6","17.8","119.6","59.9"
"1558528270230","05/22/19  12:31:10.230   ","0.43","63","0.251","33.7","0.3","0.224","100","2.36","31.83","1.03","10.03","0.2","2.22","0.27","3.31","0.23","1.21","0","1.43","0.43","0.49","0.53","0.71","63","-17.1","-71.9","-116.6","63.1","-14.2","-71.3","-117.8","-173.9","0","-4.4","88.4","-67.7","151.8","30.5","119.6","57.7"
"1558528271507","05/22/19  12:31:11.507   ","0.43","62.8","0.249","34.1","0.3","0.225","100","2.83","31.98","1.34","10.15","0.45","2.64","0","2.83","0.4","1.11","0.31","1.11","0.23","0.49","0","0.29","62.9","-19.2","-71.7","-130","62.9","-8.5","-72.4","-118","-173.2","120.9","-4.2","120.2","-63.6","0","34.1","119.5","67.8"
"1558528272249","05/22/19  12:31:12.249   ","0.43","62.8","0.252","34","0.3","0.224","100","3.86","32.08","1.41","9.93","0.77","2.95","0","3.09","0.23","1.34","0.43","1.08","0.24","0.47","0.35","0.44","62.8","-18.6","-72.6","-132.9","62.8","-18.6","-72.6","-132.9","-172.5","101.2","-9.5","0","-75.9","175.8","30","119.6","53.3"
"1558528273521","05/22/19  12:31:13.521   ","0.43","62.9","0.249","34","0.3","0.226","100","4.02","31.93","2.01","9.87","0.81","2.52","0.4","3.29","0","1.4","0.63","1.01","0","0.52","0.43","0.31","62.8","-12.8","-72.6","-129.8","62.9","-15.8","-72.5","-136.4","-173.6","91.4","-9.5","-79.3","-67.8","130.6","21.6","119.6","53.4"
"1558528274249","05/22/19  12:31:14.249   ","0.43","63.1","0.25","34.2","0.3","0.224","100","3.53","31.63","1.42","9.98","1.04","2.45","0","3.32","0.42","1.27","0.32","0.93","0","0.74","0.33","0.9","63.1","-13.6","-72.1","-122","63","-13.5","-71.9","-124","-172","125.9","-10","70.4","-68.3","-97.2","15.9","119.5","56.6"
"1558528275521","05/22/19  12:31:15.521   ","0.43","63.2","0.249","34","0.3","0.226","100","3.53","31.82","1.43","10.15","0.81","2.48","0","3.11","0.34","1.41","0","1.27","0","0.5","0.27","0.36","62.8","-16.3","-72.3","-136.5","62.9","-17.2","-72.6","-124.6","-172.8","72","-12.6","148.9","-69.1","97.4","31.9","119.5","53.6"
"1558528276240","05/22/19  12:31:16.240   ","0.44","62.5","0.247","33.9","0.3","0.224","100","2.89","31.85","1.31","10.2","0.54","2.71","0.28","3.22","0","1.25","0.31","0.94","0.48","0.51","0.23","0.48","62.9","-13.8","-72.5","-121.4","62.9","-15.8","-72.3","-127.4","-174.5","119.2","-7.7","0","-71.4","0","27","119.5","72.6"
"1558528277526","05/22/19  12:31:17.526   ","0.43","62.9","0.248","34","0.3","0.225","100","2.46","32.02","1.57","9.81","0.32","2.81","0","2.97","0.61","1.31","0.34","0.83","0.41","0.81","0.28","0.6","62.9","-19","-72.7","-132.7","62.9","-19","-72.7","-132.7","-172.8","91.4","-4.9","0","-67.4","116.3","44.4","119.6","42.6"
"1558528278245","05/22/19  12:31:18.245   ","0.43","63.2","0.249","33.8","0.3","0.226","100","3.49","31.79","1.35","9.93","0.86","2.38","0.28","3.44","0.3","1.17","0.31","0.91","0.33","0.65","0.23","1.01","62.7","-15.9","-72.6","-132.2","62.9","-19.8","-72.2","-123.8","-172.2","97.3","-2.5","26.7","-66.8","0","39.2","119.7","28.6"
"1558528279538","05/22/19  12:31:19.538   ","0.43","63","0.246","33.9","0.3","0.224","100","3.23","31.78","1.37","10.15","0.78","2.61","0","3.47","0.33","1.14","0","0.85","0","0.77","0","0.74","62.8","-19.2","-72.9","-118.1","62.8","-19.2","-72.9","-118.1","-172.6","112.8","-5.1","84.2","-65.8","-116.4","44.5","119.5","24.7"
"1558528280247","05/22/19  12:31:20.247   ","0.43","63","0.25","33.9","0.3","0.226","100","3.42","31.57","1.32","9.93","0.74","2.67","0.22","3.29","0.22","1.27","0.27","1.17","0","0.47","0","0.53","62.9","-15.3","-72.1","-129.9","62.9","-19.5","-72.7","-135.5","-173.5","72.4","-11.9","0","-70.2","162.6","29.2","119.6","52.6"
"1558528281522","05/22/19  12:31:21.522   ","0.43","62.8","0.249","34.3","0.3","0.224","100","3.91","31.93","1.73","10.21","0.55","2.8","0","3.08","0.26","1.28","0.28","1.38","0.35","0.6","0.4","0","63","-14.5","-72.4","-127.9","62.9","-13.2","-72.5","-131.3","-174.5","106.5","-7.4","-75.7","-68.3","0","28.5","119.6","62.9"
"1558528282246","05/22/19  12:31:22.246   ","0.43","62.9","0.25","34.2","0.3","0.225","100","3.78","31.99","1.54","9.88","0.66","2.67","0.33","3.19","0.4","1.24","0","1.36","0.4","0.42","0.54","0.27","63","-12.1","-71.6","-119.7","62.9","-16.5","-71.8","-120.9","-173.8","128.4","-8.1","0","-68.1","-130.9","21.2","119.6","59"
"1558528283523","05/22/19  12:31:23.523   ","0.44","62.8","0.249","34","0.3","0.227","100","2.58","31.76","1.16","9.85","0.29","2.62","0.2","3.04","0.36","1.38","0.26","1.21","0.54","0.47","0.43","0","62.7","-11.1","-72.7","-132.5","62.7","-14.3","-72.5","-122.1","-173.5","93.1","-2.7","0","-65.2","-162.5","25.5","119.4","57.2"
"1558528284241","05/22/19  12:31:24.241   ","0.43","62.8","0.248","34.1","0.3","0.225","100","2.32","31.71","1.35","9.83","0.44","2.53","0","3.51","0.21","1.26","0.35","1.12","0.4","0.73","0","0.36","62.9","-14.2","-72.6","-124.1","62.9","-14.2","-72.6","-124.1","-174.7","82","-3.2","0","-66.9","107.8","30.7","119.6","41.3"
"1558528285513","05/22/19  12:31:25.513   ","0.43","62.8","0.249","34.2","0.3","0.225","100","1.82","31.93","1.05","10","0.6","2.57","0","3.12","0","1.27","0.36","1","0.46","0.61","0.21","0.57","62.9","-2.7","-72.5","-119.3","62.9","-6.6","-72.6","-112.9","-173.2","105.2","-6.4","-158","-60.8","0","31.7","119.6","47.2"
"1558528286246","05/22/19  12:31:26.246   ","0.43","62.8","0.248","33.7","0.3","0.225","100","1.89","31.93","0.7","9.82","0.69","2.54","0.22","3.12","0.27","1.48","0","0.85","0","0.68","0","0.41","62.9","-14.5","-72.2","-143.7","62.9","-18.5","-72.6","-161.9","-173.6","83.5","-5.7","0","-67.7","-167.2","33.8","119.5","49.5"
"1558528287514","05/22/19  12:31:27.514   ","0.43","62.7","0.25","34","0.3","0.227","100","1.59","31.95","1.01","10.17","0.58","2.4","0","3.26","0.27","1.43","0.35","0.85","0.28","0.64","0.33","0.5","62.8","-6.6","-72.6","-119.6","62.7","-16","-72.7","-145.4","-173.4","110.9","-4.7","-157.1","-70.3","0","31.3","119.5","21.9"
"1558528288241","05/22/19  12:31:28.241   ","0.43","62.8","0.246","34.1","0.3","0.223","100","1.33","31.94","1.29","10.21","0.48","2.51","0","3.09","0","1.14","0.28","1.13","0.28","0.73","0.21","0.62","62.9","-1.8","-72.6","-123","62.8","-4.7","-72","-129.4","-172.7","151.7","-3.6","0","-71","0","24.2","119.5","37.9"
"1558528289514","05/22/19  12:31:29.514   ","0.43","62.6","0.25","33.6","0.3","0.226","100","1.38","31.63","0.78","10.03","0.29","2.67","0.41","3.14","0.33","1.09","0.34","1.39","0","0.6","0","0.33","63.1","-7.4","-72","-116.8","63","-10.4","-71.8","-117.6","-174.9","133.3","-2.5","62.8","-70.5","0","34.7","119.5","52"
"1558528290235","05/22/19  12:31:30.235   ","0.43","62.9","0.248","33.9","0.3","0.224","100","1.58","31.92","0.89","10.22","0.26","2.67","0.27","3.37","0.37","1.2","0.28","1.11","0.22","0.57","0","0.54","62.9","-11.5","-72.2","-126","63","-15.5","-72.1","-123.7","-172.1","113","-3.5","0","-65.2","131.3","29.2","119.6","38.2"
"1558528291503","05/22/19  12:31:31.503   ","0.43","62.8","0.248","33.7","0.3","0.226","100","1.82","31.78","0.21","9.82","0.64","2.34","0.22","3.38","0.2","1.51","0.41","0.76","0","0.84","0.2","0.37","62.7","-20.8","-72.8","-115.2","62.6","-18.6","-73","-138.5","-175.3","106.8","-7","152.5","-67.7","0","33.7","119.5","41.4"
"1558528292242","05/22/19  12:31:32.242   ","0.43","62.7","0.247","33.4","0.3","0.225","100","1.32","31.92","0.66","9.56","0.35","2.44","0.28","3.32","0","1.29","0","0.86","0.34","0.57","0.36","0.56","62.7","-10.8","-72.5","-131.8","62.9","-12","-72.2","-141.7","-173.9","0","-4","-118.3","-70.7","-22.8","31","119.6","29.9"
"1558528293507","05/22/19  12:31:33.507   ","0.43","63.1","0.249","33.9","0.3","0.225","100","0.89","31.83","0.84","10.2","0.23","2.63","0","2.96","0.25","1.25","0","1.23","0.32","0.72","0.49","0.35","62.9","-8.2","-72.1","-142.7","62.9","-9","-72.3","-136","-175.7","0","-2.4","0","-69.3","19.3","24.5","119.6","54.9"
"1558528294235","05/22/19  12:31:34.235   ","0.43","63","0.25","33.8","0.3","0.225","100","1.31","31.83","0.36","9.65","0.23","2.46","0","3.3","0.22","1.15","0.31","1.08","0","0.64","0.29","0.69","63","-20","-72.3","-116.8","63","-20","-72.3","-116.8","-173.9","99.4","-8.9","0","-63.7","-135.4","22.4","119.6","50.6"
"1558528295522","05/22/19  12:31:35.522   ","0.43","62.9","0.247","33.8","0.3","0.226","100","1.09","31.73","0.57","10.07","0","2.94","0","3.13","0","1.25","0","0.98","0.3","0.56","0","0.28","62.9","-11.6","-72.1","-149.3","62.8","-12.3","-72.2","-130.3","-174.7","88.9","-13.2","0","-68.5","126.4","31.8","119.6","46.5"
"1558528296233","05/22/19  12:31:36.233   ","0.43","63","0.25","33.7","0.3","0.225","100","1.58","31.95","0.62","10.04","0.37","2.75","0","2.91","0","1.32","0","1.19","0.23","0.83","0","0","62.9","-18","-72.1","-143.9","63","-17.4","-72","-138.7","-174.1","104.7","-11","-64.3","-73","0","24.3","119.5","66.5"
"1558528297513","05/22/19  12:31:37.513   ","0.43","62.8","0.246","33.7","0.3","0.224","100","2.6","31.92","1","10.3","0.56","2.69","0.24","2.97","0.21","1.22","0.23","1.2","0.24","0.58","0","0.45","62.6","-17.7","-72.3","-124","62.9","-13.4","-72.6","-122.8","-173.6","140.9","-8.8","0","-72.6","0","27.6","119.5","63.5"
"1558528298239","05/22/19  12:31:38.239   ","0.43","62.9","0.247","34","0.3","0.225","100","2.23","32.04","0.96","10.12","0.29","2.33","0","3.57","0.2","1.12","0.22","1.26","0","0.5","0","0.85","62.8","-15.8","-72.3","-113","62.7","-18.6","-72.6","-118.7","-175.1","107.4","-9.2","-129.2","-71.5","104.6","28.2","119.5","54.3"
"1558528299509","05/22/19  12:31:39.509   ","0.43","62.8","0.248","33.9","0.3","0.223","100","3.2","32.05","1.47","9.93","0.33","2.74","0.21","3.1","0.48","1.43","0","1.29","0","0.54","0.21","0.52","62.8","-21.4","-72.2","-129.1","62.9","-16.4","-72","-136.9","-174.7","98.8","-8","-22.3","-69.3","0","28.1","119.5","47.9"
"1558528300239","05/22/19  12:31:40.239   ","0.43","62.8","0.249","34.2","0.3","0.224","100","4.64","32.09","1.45","9.86","0.72","2.49","0","3.13","0.48","1.37","0.28","1.16","0","0.68","0.38","0.38","62.9","-17.9","-71.8","-114.9","62.7","-20","-72","-115.6","-173.5","133.9","-11.4","119.7","-70","-168.6","35.6","119.5","45.5"
"1558528301523","05/22/19  12:31:41.523   ","0.43","62.7","0.25","34.2","0.3","0.223","100","4.53","31.76","1.71","9.93","1.02","2.48","0.35","3.45","0.37","1.03","0.3","0.99","0","0.75","0.41","0.34","62.6","-18.4","-73","-122.3","62.8","-17.8","-72.8","-117.9","-173.1","123.2","-8.6","0","-70.1","-174.3","38.5","119.4","38.2"
"1558528302236","05/22/19  12:31:42.236   ","0.43","62.7","0.248","34.2","0.3","0.226","100","4.64","31.92","1.71","10.07","1.04","2.58","0","3.34","0.21","1.59","0.43","1.05","0.2","0.45","0","0.42","62.6","-16.4","-72.4","-125.5","62.7","-18.8","-72.5","-124.3","-175.2","102.5","-16.5","148","-73.3","0","22.2","119.5","52.6"
"1558528303515","05/22/19  12:31:43.515   ","0.43","62.8","0.249","34.4","0.3","0.225","100","4.01","32.03","1.87","10.03","1.02","2.71","0.23","3.3","0.55","1.12","0.55","1.33","0.23","0.61","0.26","0.3","62.9","-16.3","-72.7","-127.9","62.8","-13.2","-72.2","-122.5","-173.5","114.9","-12.6","57.8","-75","-156","23.9","119.4","45.1"
"1558528304244","05/22/19  12:31:44.244   ","0.43","62.8","0.249","34.3","0.3","0.226","100","3.88","32.01","2.17","10.32","0.86","2.66","0.35","3.24","0.28","1.21","0.48","1.27","0.25","0.63","0.53","0.58","62.7","-11.5","-72.4","-115.5","62.7","-14","-72.4","-121.3","-173.3","132.2","-11.3","0","-77.3","-139.5","25.2","119.4","49"
"1558528305522","05/22/19  12:31:45.522   ","0.43","62.7","0.248","34.4","0.3","0.225","100","4.18","31.99","1.76","10.06","0.74","2.99","0.34","3.27","0.37","1.46","0.48","1.14","0.33","0.72","0.21","0.75","62.8","-16.3","-72.6","-124.9","62.9","-16.5","-71.9","-131","-174.2","111.1","-13.4","0","-74.5","-142.3","31.2","119.5","53.8"
"1558528306242","05/22/19  12:31:46.242   ","0.43","62.7","0.248","34","0.3","0.226","100","4.38","31.77","1.76","9.83","0.97","2.62","0.49","3.36","0.27","1.29","0.3","1.05","0.21","0.77","0.2","0.73","62.7","-14.6","-72.6","-128.7","62.8","-16.5","-72.7","-129.3","-174.2","127.5","-6.2","55.7","-65.3","-91.1","39.8","119.4","27"
"1558528307501","05/22/19  12:31:47.501   ","0.43","62.7","0.247","33.8","0.3","0.226","100","3.23","31.54","1.74","10.2","0.41","2.51","0.2","3.04","0.26","1.33","0.58","0.93","0","0.63","0.2","0.52","62.8","-13.7","-73.3","-131.7","62.7","-11.3","-72.9","-127.9","-173.9","79","-7.7","146.5","-64.9","81.2","30.5","119.4","63.1"
"1558528308246","05/22/19  12:31:48.246   ","0.43","62.7","0.25","34","0.3","0.225","100","3.5","31.94","1.36","9.93","0.58","2.28","0","3.18","0.44","1.23","0","1.43","0","0.44","0.59","0.43","62.8","-17.6","-73.1","-128.5","62.7","-16.9","-72.6","-127.7","-175","101.3","-13.7","0","-71.5","124.4","33.2","119.4","59.2"
"1558528309521","05/22/19  12:31:49.521   ","0.43","62.7","0.249","34.1","0.3","0.227","100","3.59","32.1","1.56","10.19","0.26","2.59","0","3.07","0.31","1.53","0.3","1.28","0.23","0.45","0.34","0.49","62.8","-19","-73","-130.3","62.7","-19.5","-72.7","-134.5","-174.4","90","-11.2","0","-70.6","174.8","27.3","119.4","56.2"
"1558528310252","05/22/19  12:31:50.252   ","0.43","62.7","0.25","34.1","0.3","0.225","100","3.02","31.79","1.46","10.09","0.51","2.52","0.32","3.44","0","1.25","0","1.31","0","0.37","0.35","0.37","62.7","-13.5","-72.3","-133.1","62.8","-10","-72.5","-132.2","-174","149","-3","15.5","-70.1","-144.1","31.7","119.4","32.2"
"1558528311522","05/22/19  12:31:51.522   ","0.43","62.8","0.248","33.9","0.3","0.226","100","3.34","31.84","1.26","10.2","0.7","2.6","0.28","3.56","0.21","1.2","0","1.16","0.26","0.53","0","0.53","62.7","-15.4","-73.2","-123.9","62.7","-16.1","-73.1","-126","-174.4","86.3","-10.8","40.2","-71.9","155.6","32.4","119.3","43.3"
"1558528312234","05/22/19  12:31:52.234   ","0.43","62.7","0.248","34.2","0.3","0.227","100","3.45","31.96","1.63","9.98","0.85","2.68","0","3.38","0.33","1.34","0.39","0.78","0.26","0.84","0","0.79","62.6","-16.8","-73.3","-125.2","62.6","-16.8","-73.3","-125.2","-175.2","109.3","-6","0","-70.9","90.8","36.9","119.4","34.4"
"1558528313537","05/22/19  12:31:53.537   ","0.43","62.6","0.246","33.9","0.3","0.227","100","3.69","31.95","1.26","10.02","0.69","2.73","0.4","3.49","0.28","1.4","0.28","1","0","0.99","0","0.81","62.7","-17.8","-73","-120.5","62.7","-17.8","-73","-120.5","-173.1","117.2","-5.3","43.1","-67.2","0","22.4","119.4","24"
"1558528314242","05/22/19  12:31:54.242   ","0.43","62.5","0.249","34.1","0.3","0.225","100","3.82","31.84","1.94","9.81","0.83","2.51","0","3.55","0.35","1.4","0.53","1.05","0.36","0.95","0.28","0.48","62.7","-13.1","-72.8","-127.6","62.7","-13.1","-72.8","-127.6","-174.3","94","-4.9","0","-70.7","-141.1","34.9","119.4","57.1"
"1558528315518","05/22/19  12:31:55.518   ","0.43","62.6","0.247","34.2","0.3","0.225","100","4.28","31.57","1.95","9.96","1.13","2.64","0.36","3.41","0","1.27","0.47","0.95","0","0.74","0.34","0.61","62.6","-14.3","-73.1","-127.1","62.7","-13.3","-72.5","-130.3","-175.6","89.4","-8.4","0","-71.8","0","22","119.3","46.5"
"1558528316241","05/22/19  12:31:56.241   ","0.43","62.5","0.249","34.1","0.3","0.225","100","3.86","31.89","1.82","10.13","0.91","2.29","0.64","3.48","0","1.36","0","0.98","0.23","0.78","0.36","0.58","62.5","-16.6","-73.1","-124.1","62.5","-16.8","-73.1","-122.7","-174.4","139.6","-2.6","43.3","-70.3","0","22.8","119.3","20.3"
