"DoubleTime","StringTime","I1 Mag","I1 Ang","kW","I1 THD","I1 TDD","kvar","I1 %HD01","I1 %HD02","I1 %HD03","I1 %HD04","I1 %HD05","I1 %HD06","I1 %HD07","I1 %HD08","I1 %HD09","I1 %HD10","I1 %HD11","I1 %HD12","I1 %HD13","I1 %HD14","I1 %HD15","I1 %HD16","I1 %HD17","I1 H01 ANG","I1 H02 ANG","I1 H03 ANG","I1 H04 ANG","I1 H05 ANG","I1 H06 ANG","I1 H07 ANG","I1 H08 ANG","I1 H09 ANG","I1 H10 ANG","I1 H11 ANG","I1 H12 ANG","I1 H13 ANG","I1 H14 ANG","I1 H15 ANG","I1 H16 ANG","I1 H17 ANG"
"0","                         ","33808","35856","15","5388","6924","271","28","284","540","796","1052","1308","1564","1820","2076","2332","2588","2844","3100","3356","3612","3868","4124","104","360","616","872","1128","1384","1640","1896","2152","2408","2664","2920","3176","3432","3688","3944","4200"
"1555351179376","04/15/19  17:59:39.376   ","7.59","-20.7","4.517","13.4","2.1","2.239","100","12.38","2.95","1","2.69","1.22","0.37","0.56","0.33","0","0.84","0","0.67","0","0.56","0","0.63","-21.6","13.9","-54.1","-83.2","158.3","171.9","86.2","139","-151.3","0","148.8","0","168","0","-113.6","0","96.6"
"1555351180373","04/15/19  17:59:40.373   ","7.77","-21.7","4.493","13.7","2.1","2.257","100","12.69","2.95","1.18","2.41","0.9","0.68","0.47","0","0","0.79","0","0.4","0","0.63","0","0.64","-22.1","-88.4","-54.2","-30.3","157.6","53","16.6","31.4","-79.6","0","152.8","0","-156.4","0","-111.5","0","97.6"
"1555351181372","04/15/19  17:59:41.372   ","7.71","-21.8","4.478","13.4","2.1","2.31","100","12.91","4.17","0.86","3.14","0.94","0.77","0.37","0.25","0","0.69","0","0.46","0","0.74","0","0.65","-20.8","-123.9","-63.8","76.5","164","31.2","41.4","13.8","-98.3","0","148.2","0","-172.3","0","-115.7","0","95.2"
"1555351182224","04/15/19  17:59:42.224   ","7.64","-21.4","4.469","13.7","2.1","2.33","100","12.98","3.14","1.08","2.38","0.92","0.78","0.41","0","0","0.73","0.2","0.41","0","0.7","0","0.62","-22","-97.9","-56.4","-14.8","156","47","17.9","31.2","-87","0","148.3","0","-157.4","0","-113.9","0","92.3"
"1555351183356","04/15/19  17:59:43.356   ","7.73","-22.2","4.492","13.7","2.1","2.351","100","12.4","1.81","1.16","2.6","1.05","0.47","0.5","0.28","0","0.98","0","0.53","0","0.55","0","0.74","-22.7","102.1","-35.4","135","151.8","-123.5","-5.2","-136.3","-92.9","0","170.6","148.8","-160.8","0","-110","0","97.2"
"1555351184233","04/15/19  17:59:44.233   ","7.67","-21.4","4.542","12.9","2","2.37","100","12.83","2.93","1.11","2.5","1.17","0.83","0.41","0.41","0","0.81","0.26","0.45","0","0.57","0","0.8","-22.8","129.7","-22.5","96.4","159.1","-101.2","22.7","-110.6","-98.2","0","159.1","162.3","-156.6","0","-89.8","0","75.9"
"1555351185378","04/15/19  17:59:45.378   ","8","-25.6","4.541","13.6","2.2","2.387","100","12.46","3.58","1","2.16","0.83","0.85","0.43","0","0","0.72","0.21","0.43","0","0.69","0","0.66","-26.1","-35.8","-44.1","-72.3","163.2","102.1","71.1","77.7","0","0","146","-28.6","-149.6","0","-104.4","0","92.1"
"1555351186233","04/15/19  17:59:46.233   ","8.1","-26","4.517","13.5","2.2","2.371","100","12.12","3.11","1.19","2.49","1.03","0.52","0.53","0","0","0.7","0","0.41","0","0.63","0","0.6","-25.5","-13.6","-46.2","-75.5","150.6","139.7","89.3","108.3","0","0","138.8","0","176.1","0","-106.2","0","87.2"
"1555351187362","04/15/19  17:59:47.362   ","7.63","-22","4.476","14","2.2","2.273","100","12.99","4.58","0.21","2.72","1.42","0.5","0.46","0.56","0","0.73","0","0.74","0","0.73","0","0.73","-21.1","-178.8","-54.4","108.2","151.5","-16.7","56.4","-47.2","-130.6","0","151.8","0","170.8","0","-100.7","0","89.7"
"1555351188232","04/15/19  17:59:48.232   ","7.81","-22.6","4.49","14.3","2.2","2.266","100","12.28","2.74","0.96","2.89","1.18","0.34","0.49","0.37","0","0.85","0","0.78","0","0.65","0","0.6","-20.5","-155.7","-66.1","105.1","157","9.2","53.3","-24.8","-122.3","0","153.8","0","178.3","0","-115.6","0","84.3"
"1555351189369","04/15/19  17:59:49.369   ","7.66","-22.6","4.538","13","2","2.336","100","12.75","3.83","0.35","2.64","1.23","0.93","0.58","0.68","0.21","1.01","0.24","0.65","0","0.52","0","0.66","-21.4","38.8","-54.4","-93.6","159.3","-167.3","36.8","169.3","-118.3","0","152.3","0","172.3","0","-114.8","0","86.8"
"1555351190262","04/15/19  17:59:50.262   ","7.6","-20.9","4.544","13.7","2.1","2.266","100","13.17","4.26","0.28","2.27","1.45","0.43","0.5","0.73","0.21","0.85","0.23","0.69","0","0.58","0","0.69","-21.8","62","-50","-144.6","159","-146.7","13.7","-157.8","-108.7","-148.1","151","124","-178.5","0","-109.9","0","81.2"
"1555351191369","04/15/19  17:59:51.369   ","7.76","-22.3","4.494","13.4","2.1","2.318","100","13.14","3.37","0.99","2.54","0.91","0.83","0.43","0","0","0.71","0.23","0.44","0","0.69","0","0.67","-21.3","-108.5","-59.4","14.9","161.7","40.2","38.1","29.9","-80.3","0","149.6","0","-163","0","-117.2","0","90.9"
"1555351192259","04/15/19  17:59:52.259   ","7.76","-21.4","4.484","13.5","2.1","2.307","100","12.63","4.79","0.54","3.07","1.39","0.66","0.5","0.43","0","0.8","0","0.7","0","0.71","0","0.65","-22.3","-87.1","-53.4","-27.3","156.9","55.9","15.5","31.3","-64.8","0","154.7","0","-158.4","0","-113.1","0","95.1"
"1555351193390","04/15/19  17:59:53.390   ","7.74","-22.6","4.511","13.9","2","2.386","100","12.69","3.74","0.38","2.72","1.22","0.92","0.54","0.58","0","1.04","0.23","0.7","0","0.49","0","0.6","-22.8","106.7","-30.6","104.8","154.7","-120.9","-7.6","-134.8","-89.4","0","159.3","148.1","-177.5","0","-108.5","0","80.7"
"1555351194254","04/15/19  17:59:54.254   ","7.69","-21.3","4.551","13","2","2.383","100","12.84","2.98","1.12","2.54","1.21","0.69","0.41","0.32","0","0.94","0.23","0.52","0","0.63","0","0.62","-22.7","129.4","-23.4","97.9","159.8","-104.5","24.3","-118.6","-92.8","0","145.2","137.5","-173.1","0","-94.8","0","79.5"
"1555351195385","04/15/19  17:59:55.385   ","7.73","-22.4","4.53","14.2","2.1","2.27","100","13.11","3.38","0.99","2.54","0.87","0.8","0.43","0.2","0","0.65","0.25","0.38","0","0.65","0","0.61","-22.9","-42.6","-42.8","-73","168.8","93.2","71.8","66.2","-47.2","0","142.2","-24.4","-169.2","0","-112.4","0","97.7"
"1555351196260","04/15/19  17:59:56.260   ","7.79","-22.7","4.503","13.7","2.1","2.276","100","12.83","2.91","1.13","2.38","1","0.7","0.48","0","0","0.79","0","0.42","0","0.7","0","0.61","-22.6","-24.5","-47.9","-71.9","156.4","122.5","88.3","91.1","0","0","143.4","0","-174.4","0","-112.5","0","92.3"
"1555351197378","04/15/19  17:59:57.378   ","7.73","-21.5","4.495","14.1","2.2","2.289","100","12.46","1.8","1.18","2.6","1.04","0.47","0.5","0.2","0","1.01","0.2","0.62","0","0.51","0","0.66","-21.9","164.1","-43.3","113.5","147.1","-36.6","75.4","-73.2","-164.8","0","147.9","-160.4","161.9","0","-112.3","0","85.2"
"1555351198270","04/15/19  17:59:58.270   ","7.75","-23.4","4.53","14.2","2","2.33","100","12.23","1.79","1.19","2.91","1.04","0.28","0.59","0.28","0","0.95","0.21","0.72","0","0.52","0","0.74","-21.2","-179.1","-55.4","106.6","150.8","-18.7","65.6","-47.4","-125.8","0","150.6","-151.7","166.9","0","-111.7","0","88.1"
"1555351199376","04/15/19  17:59:59.376   ","7.64","-21.6","4.554","13.6","2.1","2.244","100","12.51","2.77","1.14","2.77","1.19","0.34","0.55","0.21","0","0.92","0","0.65","0","0.59","0","0.73","-21.6","4.9","-51.4","-78.9","155.8","163.2","87.5","134.2","-146.3","0","138.8","0","162.1","0","-107.2","0","86.7"
"1555351200269","04/15/19  18:00:00.269   ","7.73","-22.2","4.521","14.1","2.2","2.245","100","12.51","3.15","0.9","2.58","1.26","0.29","0.53","0.39","0","0.89","0","0.81","0","0.64","0","0.66","-21.4","21.7","-53.9","-84","157.5","-179.1","70.6","142.7","-120.9","0","144.5","0","167.8","0","-118.3","0","84.6"
"1555351201390","04/15/19  18:00:01.390   ","7.72","-21.4","4.507","13.9","2.2","2.397","100","11.94","3.13","0.87","2.53","1.19","0.26","0.46","0.6","0","0.77","0","0.76","0","0.54","0","0.64","-23.8","-153.4","-63","105.6","156.2","8.7","49.4","-18.9","-96.8","0","136","0","162.7","0","-121.2","0","91.4"
"1555351202263","04/15/19  18:00:02.263   ","8","-24.9","4.538","13.7","2.2","2.396","100","12.1","3.8","0.54","2.49","1.31","0.27","0.47","0.68","0","0.74","0","0.74","0","0.58","0","0.62","-23.8","-137.6","-62.6","99","158.6","21","36.7","-0.1","-88.7","0","133","0","169.9","0","-125.3","0","94.4"
"1555351203375","04/15/19  18:00:03.375   ","8.05","-25.9","4.605","12.5","2.1","2.438","100","12.31","4.13","0.5","2.12","1.35","0.24","0.46","0.73","0","0.79","0","0.76","0","0.54","0","0.56","-24.7","45.2","-50.9","-93.7","156.7","-160.6","18.7","-176.6","-98.5","0","133.6","0","161.1","0","-121.1","0","83"
"1555351204224","04/15/19  18:00:04.224   ","7.81","-20.9","4.555","13.6","2.1","2.308","100","12.82","3.04","1","2.42","1.22","0.65","0.47","0.71","0","0.98","0.29","0.63","0","0.47","0","0.68","-21.7","60.5","-51","-133.6","158.9","-148.1","0.7","-158.3","-92","-162.6","134.4","121.4","171.2","0","-113.8","0","83.2"
"1555351205361","04/15/19  18:00:05.361   ","7.78","-22.5","4.523","13.5","2.1","2.324","100","13.25","3.73","0.92","2.85","0.92","0.73","0.4","0.4","0","0.85","0.24","0.51","0","0.78","0","0.62","-20.8","-119.7","-63.3","53.1","164","34.3","33.2","21.8","-77.5","0","134","0","177.1","0","-123.9","0","89.5"
"1555351206231","04/15/19  18:00:06.231   ","7.73","-20.1","4.506","14.1","2.2","2.304","100","13.18","4.68","0.3","2.47","1.45","0.31","0.48","1.04","0","0.69","0","0.43","0","0.48","0","0.83","-21.2","-107.6","-59.4","4","160.7","40.6","39.1","28.9","-75.5","0","113.5","0","178.6","0","-114.9","0","105.4"
"1555351207386","04/15/19  18:00:07.386   ","7.86","-21.9","4.569","13.1","2.1","2.34","100","13.26","4.35","0.34","1.89","1.37","0.25","0.6","1.39","0.25","0.6","0.26","0","0","0.37","0","0.96","-21.8","73.7","-45.6","-173.9","153.4","-133.3","-7.2","-145.8","-94.9","-153.2","140.4","142.2","0","0","-81.7","0","97.8"
"1555351208239","04/15/19  18:00:08.239   ","7.68","-20.3","4.307","14.4","2","2.322","100","15.5","5.69","0.52","1.47","1.49","0.36","0.78","1.86","0.29","0.75","0.31","0.44","0","0.49","0","1.16","-24.7","83.9","-46.2","171.6","151.9","-128.5","9.2","-140","-100.5","-150.6","162","152.8","-98.4","0","-83.1","0","96.6"
"1555351209358","04/15/19  18:00:09.358   ","6.56","-23.9","4.249","16.1","2.1","2.257","100","15.59","4.49","1.34","1.67","1","1.11","0.53","0.98","0","0.47","0.23","1.03","0","0.95","0","1.07","-23.8","-101.6","-59.9","-10.1","169.4","44","94.3","26.7","-103.1","0","155.2","0","-80.6","0","-97.8","0","93.7"
"1555351210231","04/15/19  18:00:10.231   ","6.59","-23.6","4.236","16.3","2.2","2.259","100","15.35","6.41","0.65","2.2","1.68","0.4","0.65","1.56","0","0.42","0","1","0","0.8","0","1.17","-24.4","-91.7","-57.8","-27.8","166.2","50.9","59.8","29.4","-102.6","0","164.9","0","-76.6","0","-102.6","0","96.9"
"1555351211378","04/15/19  18:00:11.378   ","6.63","-24.6","4.277","16","2.1","2.331","100","15.49","5.51","0.52","1.68","1.48","0.45","0.75","1.83","0.29","0.68","0.31","0.88","0","0.75","0","1.21","-24.7","87","-47","174.4","150.1","-126.7","4","-139.3","-101.5","-132.1","176","168.3","-94.3","0","-95","0","83.1"
"1555351212226","04/15/19  18:00:12.226   ","6.53","-24.8","4.288","15.5","2.1","2.305","100","14.86","2.77","1.38","1.82","1.22","0.71","0.63","1.23","0","0.7","0.26","0.62","0","0.7","0","1.15","-24.8","94.4","-43","156.8","152","-126.4","2","-137.3","-101.5","-127.6","178.2","178.6","-88","0","-88.3","0","87.5"
"1555351213368","04/15/19  18:00:13.368   ","6.68","-23.9","4.238","16.3","2.1","2.254","100","15.38","4.19","1.46","1.69","1.03","0.98","0.59","0.96","0","0.48","0.26","0.86","0","0.83","0","1.08","-24.4","-93.2","-58","-24.5","166.4","50.3","48.6","27.8","-100.9","0","155.8","0","-82.1","0","-95.5","0","95.3"
"1555351214214","04/15/19  18:00:14.214   ","6.58","-23.6","4.224","16.1","2.1","2.24","100","15.21","4.02","1.56","1.9","1.19","0.9","0.66","0.98","0","0.47","0.22","0.79","0","0.82","0","1.04","-24.7","-81.6","-55.1","-38","167.5","56.5","45.8","30.7","-99.2","0","144.6","0","-76.7","0","-99.6","0","99.9"
"1555351215354","04/15/19  18:00:15.354   ","6.64","-23.8","4.256","16.4","2.1","2.287","100","14.93","2.74","1.41","1.77","1.2","0.71","0.66","1.37","0","0.61","0.26","0.51","0","0.62","0","1.14","-25","98.4","-41.5","136.3","156.6","-124.8","-4.7","-136","-99.9","-136.8","173.6","172.4","-87.8","0","-91.1","0","89"
"1555351216228","04/15/19  18:00:16.228   ","6.54","-25.2","4.276","15.4","2.1","2.309","100","14.73","2.69","1.43","2.05","1.15","0.55","0.76","1.49","0","0.64","0.22","0.46","0","0.62","0","1.09","-25.3","113.7","-34.2","99.8","166.3","-120.9","9.9","-130.4","-102.3","0","171.7","165.9","-77.5","0","-85.3","0","91.1"
"1555351217373","04/15/19  18:00:17.373   ","6.61","-22.9","4.233","17.1","2.2","2.218","100","14.99","3.92","1.48","1.99","1.31","0.79","0.74","1.26","0","0.59","0","0.58","0","0.72","0","1.13","-25.1","-65.4","-49.4","-59","176.6","65.6","62.8","43.8","-102.6","0","155.9","-38.5","-66.2","0","-87","-159.6","98"
"1555351218230","04/15/19  18:00:18.230   ","6.61","-24.6","4.231","17","2.1","2.349","100","14.28","4.61","1.24","1.64","1.28","0.59","0.61","1.41","0","0.54","0","0.37","0","0.59","0","1","-29.1","-47.6","-46.7","-68.6","-173.2","83.3","85.1","64.6","-103.3","0","136.7","-23","-55.2","0","-87.9","-124.9","99.6"
"1555351219377","04/15/19  18:00:19.377   ","6.86","-28.7","4.23","16.5","2.2","2.378","100","14.47","3.67","1.3","1.33","1.24","0.73","0.55","1.18","0","0.73","0.35","0.37","0.22","0.57","0","0.95","-28.5","141.7","-36.5","111.3","158.2","-79","73.4","-98","-98.5","0","151.6","179.1","-60.6","134.2","-77.8","0","90.4"
"1555351220234","04/15/19  18:00:20.234   ","6.93","-28.6","4.25","15.6","2.1","2.364","100","14.29","5.21","0.65","1.96","1.5","0.36","0.58","1.61","0","0.57","0","0.42","0","0.65","0","1.06","-27.9","161","-47","114.5","144.9","-40.4","98","-78.9","-105.2","0","145.9","-159","-31.1","0","-76.5","0","88"
"1555351221389","04/15/19  18:00:21.389   ","6.49","-23.2","4.222","16.2","2.2","2.161","100","15.19","4","1.6","2.05","1.27","0.77","0.75","0.97","0","0.62","0.22","0.36","0","0.7","0","1.07","-24.4","-9.9","-53.1","-73.7","160.2","148.1","123","119.6","-112.2","0","143.7","78.2","-43.9","0","-80.5","0","95.4"
"1555351222262","04/15/19  18:00:22.262   ","6.52","-22.8","4.194","16.9","2.2","2.162","100","14.93","4.34","1.21","1.99","1.44","0.56","0.65","1.3","0","0.57","0.21","0.32","0","0.57","0","1.22","-23.8","16.1","-58.4","-82.3","166.2","175.3","126.6","142.1","-114.9","0","152.2","85.3","-43.7","0","-70.6","0","98.6"
"1555351223374","04/15/19  18:00:23.374   ","6.49","-25.5","4.15","16.2","2.1","2.22","100","15.17","6.56","0.86","2.65","1.51","0.48","0.49","1.36","0","0.65","0","0.51","0","0.72","0","1.1","-22.7","-144.9","-68.9","104.1","168.5","17.5","105.5","-13.1","-102","0","146","0","-130.7","0","-86.4","0","97.6"
"1555351224260","04/15/19  18:00:24.260   ","6.39","-24","4.146","17","2.2","2.203","100","15.47","6.3","0.23","2.15","1.68","0.25","0.59","1.55","0","0.66","0","0.28","0","0.74","0","1.21","-23.3","-116.5","-63.8","28.4","173.7","35.4","72.6","18.7","-96.4","0","132.3","0","-90.3","0","-90.1","0","94.6"
"1555351225363","04/15/19  18:00:25.363   ","6.44","-25","4.166","15.9","2.1","2.292","100","15","3.03","1.34","1.49","1.28","0.58","0.65","1.13","0","0.9","0.31","0","0","0.46","0","1.23","-25.1","87.7","-47.1","168.8","151","-130.6","-10.8","-140.3","-91.5","-134.4","149.6","166.4","-121.4","0","-82.8","0","89.6"
"1555351226256","04/15/19  18:00:26.256   ","6.43","-23.5","4.191","15.3","2","2.307","100","15.27","4.37","1.17","1.9","1.42","0.74","0.49","1.56","0","0.55","0.29","0.31","0","0.43","0","1.11","-25.5","125","-34","99.4","171.1","-108.8","30.5","-116.2","-96.3","0","146","164.2","-40.9","0","-85.6","0","88.6"
"1555351227381","04/15/19  18:00:27.381   ","6.43","-22.8","4.164","16.6","2.1","2.171","100","15.09","5","0.87","1.86","1.54","0.28","0.58","1.48","0","0.73","0","0","0","0.56","0","1.13","-25.2","-28.8","-49.7","-67.9","168.3","118.2","113.1","87.5","-87.9","0","116.7","-5.2","0","0","-79.6","0","102.9"
"1555351228250","04/15/19  18:00:28.250   ","6.49","-25.4","4.135","17","2.2","2.163","100","14.93","4.12","1.41","2.07","1.42","0.65","0.68","1.07","0","0.62","0","0","0","0.49","0","1.11","-24.1","7.2","-57.1","-79.5","165.2","165.7","109.4","134.8","-111","0","133","0","0","0","-85.5","0","105.6"
"1555351229369","04/15/19  18:00:29.369   ","6.42","-25.6","4.121","16.1","2.1","2.233","100","15.18","6.45","0.92","2.77","1.38","0.68","0.49","1.15","0","0.63","0","0.29","0","0.69","0","0.95","-22.8","-136.8","-67.9","101.5","173","22.8","86.1","-3.7","-93","0","125.6","0","0","0","-85.9","0","97.1"
"1555351230262","04/15/19  18:00:30.262   ","6.36","-23.8","4.1","16.5","2.1","2.235","100","15.39","6.63","0.62","2.2","1.74","0.39","0.61","1.47","0","0.77","0","0.3","0","0.64","0","1.09","-24.6","-96.5","-59.1","-25.6","164","45.9","22.2","27.5","-87.8","0","128.6","0","-122","0","-96.3","0","98.6"
"1555351231371","04/15/19  18:00:31.371   ","6.42","-24.3","4.11","17.1","2.2","2.252","100","14.51","3.25","1.37","2.27","1.27","0.48","0.68","1.25","0","0.6","0","0","0","0.43","0","1.15","-25.6","131.9","-34","105.2","170.6","-98.6","48.5","-108.5","-90.9","0","134.9","159.4","0","0","-89.9","0","95.4"
"1555351232263","04/15/19  18:00:32.263   ","6.34","-25.7","4.131","16.9","2.1","2.243","100","14.61","2.92","1.41","2.23","1.22","0.47","0.71","1.2","0","0.62","0.21","0","0","0.47","0","1.05","-24","177.7","-58.2","107","154.8","-24.3","107.3","-50.8","-105.6","0","139.4","-134.1","0","0","-87.4","0","97.5"
"1555351233630","04/15/19  18:00:33.630   ","6.36","-24.2","4.081","16","2","2.214","100","14.93","5.22","0.63","2.25","1.61","0.36","0.58","1.45","0","0.63","0","0.33","0","0.62","0","1.08","-23.2","-136.7","-68.4","101.2","171.4","20.2","83.9","-5.4","-99.3","0","142.2","0","-148.5","0","-94.6","0","98.1"
"1555351234490","04/15/19  18:00:34.490   ","6.33","-24.2","4.075","16.1","2.1","2.258","100","14.97","6.65","0.8","2.66","1.55","0.62","0.52","1.24","0","0.65","0","0.33","0","0.57","0","1.21","-25.3","-84.3","-55.2","-38.1","165.2","53.9","18.9","22.1","-80.1","0","131.6","0","-95.1","0","-96.8","0","105.1"
"1555351235368","04/15/19  18:00:35.368   ","6.67","-27.1","4.136","16","2.1","2.295","100","14.2","5.27","0.82","1.63","1.48","0.27","0.56","1.32","0","0.57","0","0","0","0.49","0","1.06","-29.4","-27.1","-48.7","-69.9","163.7","118.7","100.4","88","-83","0","128.7","0","0","0","-85.2","0","102.3"
"1555351236252","04/15/19  18:00:36.252   ","6.69","-28.9","4.122","16","2.1","2.302","100","14.12","5.12","0.94","1.72","1.46","0.32","0.6","1.22","0","0.66","0","0","0","0.5","0","1.06","-27.8","28.7","-55.8","-87.3","167.3","-173.9","101.6","155.2","-105.3","0","134.1","0","0","0","-94.4","0","100.2"
"1555351237354","04/15/19  18:00:37.354   ","6.78","-29","4.098","16","2","2.233","100","15.26","4.55","1.25","1.76","1.06","1.01","0.56","0.73","0","0.64","0","0.33","0","0.7","0","1.03","-25","-95.1","-58.3","-24.4","163.7","47.5","22.4","23.4","-86.8","0","137.1","0","-105.5","0","-94.3","0","99.8"
"1555351238222","04/15/19  18:00:38.222   ","6.38","-25.4","4.052","15.9","2","2.181","100","14.8","4.79","0.98","1.99","1.51","0.4","0.57","1.33","0","0.63","0","0","0","0.54","0","1.08","-24.2","26.9","-58.7","-85.6","168.2","-175.8","115.1","151.7","-104.4","0","132.9","0","0","0","-91.9","0","96.4"
"1555351239376","04/15/19  18:00:39.376   ","6.26","-25.4","4.037","16.2","2.1","2.193","100","15.04","6.68","0.67","2.31","1.72","0.42","0.6","1.46","0","0.66","0","0.35","0","0.67","0","1.21","-23.1","-151.8","-67.8","106.8","166.8","11","107.6","-19.4","-98.8","0","136.7","0","0","0","-85.4","0","100.2"
"1555351240488","04/15/19  18:00:40.488   ","6.3","-23.3","4.088","15.5","2","2.276","100","15.13","5.71","0.48","1.87","1.47","0.77","0.65","1.69","0.27","0.8","0.23","0.31","0","0.55","0","0.97","-25.8","93","-45","152.5","154.1","-129","-13.9","-145.5","-89.6","-130","156.1","174.8","-134.6","0","-95.9","0","97"
"1555351241746","04/15/19  18:00:41.746   ","6.26","-25.9","4.032","16.2","2","2.239","100","14.82","6.67","0.94","2.67","1.45","0.52","0.51","1.33","0","0.59","0","0.31","0","0.75","0","1.03","-23.3","-139.2","-67.7","102.2","171.1","19","110.5","-11.2","-95.1","0","132.3","0","-164.3","0","-90.7","0","102.9"
"1555351242217","04/15/19  18:00:42.217   ","6.24","-25.5","4.014","16.7","2.1","2.201","100","14.84","6.55","0.92","2.8","1.36","0.61","0.53","1.19","0","0.58","0","0.38","0","0.69","0.2","1.1","-25.7","-76.7","-52.7","-48.5","170.9","56.4","37","26.3","-84.1","0","130.2","0","-74.5","0","-90","-162.9","102.5"
"1555351243369","04/15/19  18:00:43.369   ","6.34","-26","4.033","16.5","2","2.253","100","14.36","2.86","1.38","2.12","1.23","0.54","0.7","1.12","0","0.78","0","0","0","0.54","0","1.02","-26.2","118.5","-33.8","96.5","172.4","-119.5","20.3","-126.1","-94","0","159.2","148","0","0","-70.8","0","94.9"
"1555351244222","04/15/19  18:00:44.222   ","6.25","-26.1","4.02","16.8","2.1","2.188","100","14.78","4.02","0.75","2.17","1.93","0.37","0.5","1.69","0.24","0.54","0.34","0.25","0","0.5","0","1.13","-24","-174.4","-61.6","105.6","158.8","-14.9","104.5","-44","-100.5","0","135.6","0","0","0","-82","0","97.8"
"1555351245375","04/15/19  18:00:45.375   ","6.26","-24.8","4.04","16.9","2.1","2.298","100","15.23","5.97","0.53","1.51","1.5","0.54","0.72","1.75","0.32","0.77","0.25","0.42","0","0.54","0","1.23","-25.4","82.1","-49.6","172.2","152.3","-132.6","10.8","-142.6","-95.7","-133.6","165.3","155.6","-97.1","0","-71.7","0","91.8"
"1555351246224","04/15/19  18:00:46.224   ","6.3","-25.5","4.018","15.7","2","2.235","100","14.55","4.75","0.87","2.11","1.52","0.39","0.61","1.52","0","0.57","0","0.26","0","0.52","0","1.18","-23.6","-145.7","-67.7","100.7","168.7","14.8","111.4","-22.3","-103.3","0","149.4","0","-124.1","0","-88.6","0","101.3"
"1555351247376","04/15/19  18:00:47.376   ","6.2","-23.7","4.03","15.1","1.9","2.259","100","15.23","5.96","0.38","1.67","1.67","0.44","0.61","1.58","0.21","0.84","0.21","0.42","0","0.55","0","0.95","-24.8","57.3","-55.4","-132.4","175.1","-151.7","44.7","-163.2","-99.5","-134.1","132.2","131.5","-156.7","0","-105.2","0","97.1"
"1555351248224","04/15/19  18:00:48.224   ","6.15","-24.6","4.028","15.2","1.9","2.251","100","14.3","3.49","1.31","2.27","1.34","0.48","0.64","1.3","0","0.57","0.22","0","0","0.48","0","1.15","-26.1","137.4","-36.3","110.4","169.4","-86.6","64.6","-107.4","-88.8","0","138.6","156.7","0","127.1","-80.8","0","94.7"
"1555351249371","04/15/19  18:00:49.371   ","6.17","-23.7","4.024","15.6","1.9","2.247","100","14.79","5.25","0.72","1.73","1.63","0.31","0.54","1.6","0","0.55","0.2","0","0","0.58","0","1.17","-24.6","39","-58.6","-90.7","172.7","-167.7","103.6","168.5","-104.2","0","149.3","116.2","0","0","-86.1","0","101.2"
"1555351250266","04/15/19  18:00:50.266   ","6.19","-23.9","4.014","15","1.9","2.287","100","14.24","3.03","1.4","2.18","1.17","0.51","0.67","1.26","0","0.63","0.26","0.23","0","0.45","0","1.06","-24.4","177.3","-57.1","106.2","156.6","-25.2","101.5","-52.2","-101.3","0","133.4","-146.6","76.8","0","-96.8","0","99"
